author,camp,mean_compound,std_compound,n_comments,pct_negative,pct_positive
@SimonClark,denial,0.222299,0.35540483656272576,2,0.0,0.0
@SimonClark,science,0.08902565000000001,0.4395629053370549,4,0.0,0.25
@SimonFrack,denial,-0.3199045,0.0,2,0.0,0.0
@SimonFrack,science,-0.033593558,,1,0.0,0.0
@SimonJohn-m6v,science,0.3113362,,1,0.0,0.0
@SimonKravos,science,-0.11800946,,1,0.0,0.0
@SimonVaIe,denial,0.77920794,,1,0.0,1.0
@Simonfmj,denial,-0.63554,,1,1.0,0.0
@Simonk_6,science,-0.29130238,,1,0.0,0.0
@Simonsimon-fy3hq,denial,-0.4394648,,1,1.0,0.0
@Simple_Slmon,science,-0.13193107,,1,0.0,0.0
@SimrahAfzal,denial,0.952262,,1,0.0,1.0
@Simte,denial,0.9373845000000001,0.005319988578935122,2,0.0,1.0
@SimulationWithDaniel,denial,-0.87099457,,1,1.0,0.0
@SinDemon,denial,-0.661937,,1,1.0,0.0
@Sinaeb,science,-0.3380191,,1,0.0,0.0
@SineEyed,denial,-0.4161406083333333,0.5026562452349027,6,0.5,0.0
@SingHouse,denial,-0.55475485,,1,1.0,0.0
@SingMeAMelody,denial,-0.65153533,,1,1.0,0.0
@SingleTax,denial,-0.90458834,,1,1.0,0.0
@Singsongpingpong,science,-0.44122759,,1,0.0,0.0
@SinkkingTurrtle,denial,-0.08857268,,1,0.0,0.0
@Sionovar,denial,-0.683228885,0.19660845958982773,4,1.0,0.0
@SipLeila,science,-0.87464423,0.00023466045640454052,2,1.0,0.0
@SiqueScarface,denial,-0.41107047,0.0,2,0.0,0.0
@SiqueScarface,science,0.009938072,,1,0.0,0.0
@Sir-Worthington,denial,0.015196368,0.0,2,0.0,0.0
@Sir12333,science,0.9508364,,1,0.0,1.0
@SirCluckety,science,0.932815,,1,0.0,1.0
@SirGibbels,science,0.41513658,,1,0.0,0.0
@SirOreo62,denial,-0.85309386,,1,1.0,0.0
@SirPano85,science,-0.5352339,,1,1.0,0.0
@SirZachariahlll,denial,0.8336054,,1,0.0,1.0
@SirenHead00,science,-0.92576504,,1,1.0,0.0
@Sirenhound,science,-0.2335454,,1,0.0,0.0
@Sivah_Akash,denial,0.053855374,,1,0.0,0.0
@Sivah_Akash,science,0.21480343125,0.668209731564558,8,0.25,0.5
@Siwashable,denial,-0.30389419980000004,0.4167111579648043,5,0.4,0.0
@SixFootSoft,denial,-0.01300819999999997,1.204798515113162,2,0.5,0.5
@SixOhFive,science,-0.908526,,1,1.0,0.0
@SixSigmaPi,science,0.9340996,,1,0.0,1.0
@Sixrabbbit,science,-0.5321892,,1,1.0,0.0
@SjaakSchulteis,science,0.090959,,1,0.0,0.0
@Sjalabais,denial,0.8920564,,1,0.0,1.0
@Sjalabais,science,-0.10122022,,1,0.0,0.0
@Sjb-on5xt,science,-0.499984145,0.1491099050458462,2,0.5,0.0
@Sk4lli,science,-0.25299528250000003,0.45897787453742267,2,0.5,0.0
@Sk_Suraj_yt,science,-0.06918384,,1,0.0,0.0
@SkakilMia-z3w,science,0.9696959,,1,0.0,1.0
@Skandalos,denial,-0.6434706699999999,0.291551805405061,4,0.5,0.0
@SkashTheKitsune,science,-0.4649939,,1,1.0,0.0
@Skdjdjjddjdjjoqwkiicuchfbn,science,-0.92696714,,1,1.0,0.0
@SkeletonDrums1,denial,-0.9104712,,1,1.0,0.0
@SkenonSLive,science,0.84488827,,1,0.0,1.0
@Skeptic-ya,denial,-0.84095037,0.0,2,1.0,0.0
@SkepticalUSVeteran,denial,-0.6596588,0.0,2,1.0,0.0
@Skerrry,denial,-0.06573747,,1,0.0,0.0
@Sketchmee5,science,-0.9112976,,1,1.0,0.0
@Ski-Bum327,science,-0.052153125,,1,0.0,0.0
@Skibdiwaterboy,denial,-0.101517335,,1,0.0,0.0
@Skibidi_Dih,science,0.8904606,,1,0.0,1.0
@SkidVicious1971,denial,-0.2880482,,1,0.0,0.0
@SkilledTadpole,science,0.9470063,,1,0.0,1.0
@SkinBear1,science,-0.6197982,,1,1.0,0.0
@Skindiver986,science,-0.6727899466666667,0.14309885295370656,3,1.0,0.0
@Skinvelope,science,0.10652696,,1,0.0,0.0
@SkipMichael,denial,0.56121737,,1,0.0,1.0
@Skippity-Smithson,science,0.09394314,,1,0.0,0.0
@Skippy-s1g,denial,-0.6235496,,1,1.0,0.0
@SkirmisherLeo,science,0.25913438,,1,0.0,0.0
@Skittenmeow,science,0.9798179,,1,0.0,1.0
@Skittlez998,science,0.022271268,,1,0.0,0.0
@SkittlezMack,science,-0.010478973,,1,0.0,0.0
@Skoda130,denial,-0.7357352,,1,1.0,0.0
@SkotiM,denial,0.929741,0.0,2,0.0,1.0
@SkotosTR,denial,0.5875375,,1,0.0,1.0
@Skousen77,denial,-0.33183488,,1,0.0,0.0
@Skrixm,denial,-0.59841895,0.15336601611714704,2,1.0,0.0
@Skuldalió,science,0.75538412,0.32685989747144717,2,0.0,1.0
@Skull-Beneath-The-Skin,science,-0.74727025,0.08390107396233078,3,1.0,0.0
@SkullBanker-68,science,0.026206532,,1,0.0,0.0
@SkullCrusher-xk5wp,denial,0.8854268,0.0,2,0.0,1.0
@SkullDivisioN564,denial,-0.8572383,,1,1.0,0.0
@SkullKing11841,denial,-0.37127715,,1,0.0,0.0
@Skullun1993,denial,-0.059352588,0.0,2,0.0,0.0
@Skunkhunt42L,denial,0.075897396,,1,0.0,0.0
@Skuxitry.,denial,0.923211,,1,0.0,1.0
@Sky-vw1ji,science,0.9812126,,1,0.0,1.0
@Sky2I,science,0.110948026,,1,0.0,0.0
@SkyDarmos,science,-0.3634232,,1,0.0,0.0
@SkyRiderJavelin,denial,0.67942446,,1,0.0,1.0
@SkyViewMike,denial,-0.5059797333333332,0.3225953043768507,3,0.6666666666666666,0.0
@SkyWaddie,denial,-0.65013638,0.2920884871920237,2,0.5,0.0
@Sky_burner.,science,-0.056741215,,1,0.0,0.0
@SkyeAten,science,-0.8072804,,1,1.0,0.0
@Skyforger23,science,-0.7214071,,1,1.0,0.0
@Skyhawk1480,science,0.08393431,,1,0.0,0.0
@Skylancer727,denial,-0.48309583666666667,0.367688707732518,3,0.6666666666666666,0.0
@Skylark_Jones,science,-0.43065146,,1,0.0,0.0
@SkylordNiko,science,0.93925285,,1,0.0,1.0
@Skynepsis,denial,-0.38920492,0.0,2,1.0,0.0
@Skyte100,denial,-0.83503795,,1,1.0,0.0
@SkywardKing,science,0.36250502,,1,0.0,0.0
@Skywarslord,denial,-0.367761675,0.37366736118217664,2,0.5,0.0
@Skywest25,science,-0.54475486,,1,1.0,0.0
@SlaVniK77,science,-0.7008134,,1,1.0,0.0
@Slacker65AMG,science,-0.41179663,,1,0.0,0.0
@Slaking_,science,-0.74265254,,1,1.0,0.0
@Slapbattler666,science,-0.826051,,1,1.0,0.0
@SlavicHavoc,denial,-0.4366872,0.0,2,1.0,0.0
@Slaxmipoems,science,0.96697867,,1,0.0,1.0
@Sleeper-Work,science,0.8386057,,1,0.0,1.0
@Sleeper800,science,-0.22905128,,1,0.0,0.0
@Sleepy-y7m,science,-0.09483963,,1,0.0,0.0
@SleepyBaseball-fg5op,denial,-0.16762587,,1,0.0,0.0
@SleepyMatt-zzz,denial,-0.7680055,,1,1.0,0.0
@SleightWryder,denial,0.53161895,0.0,2,0.0,1.0
@SlicedHackedAndGrinded,denial,-0.88787955,,1,1.0,0.0
@SliceofBread123,denial,-0.6796611733333333,0.1056793522708464,3,1.0,0.0
@Slide61,science,0.034181744,,1,0.0,0.0
@SlightlyPwnish,science,0.963571,,1,0.0,1.0
@SlightlySouthrn,denial,-0.522257315,0.05028559468816547,2,1.0,0.0
@SlikLizrd,denial,-0.39242235,0.0,2,0.0,0.0
@SlingKokWell,denial,-0.5137561,,1,1.0,0.0
@Slinger1993,denial,0.9499516,,1,0.0,1.0
@SliverXS,science,0.96882415,,1,0.0,1.0
@Sljm8D,denial,-0.8115125,,1,1.0,0.0
@SlothCommando9,denial,0.8204872,,1,0.0,1.0
@Slotund88,denial,-0.92988765,,1,1.0,0.0
@Slumppy1,science,-0.11931312,,1,0.0,0.0
@Slureify,science,-0.613570705,0.2355892340905884,2,0.5,0.0
@SlutForCynthia,denial,-0.484104625,0.34303222942631423,4,0.5,0.0
@SlyJustChilling,science,-0.84487545,,1,1.0,0.0
@SlyScyther,science,0.76839954,,1,0.0,1.0
@SmallSteps-y5w,denial,-0.13771737,,1,0.0,0.0
@Smallsunnypatchgardening,denial,-0.25550508,,1,0.0,0.0
@Smart-Lifestyle-Beauty,denial,-0.5575091,,1,1.0,0.0
@Smashson,denial,-0.78520995,,1,1.0,0.0
@Smeik100,science,-0.673086,,1,1.0,0.0
@Smiffy1,denial,-0.801178,0.0,2,1.0,0.0
@Smiirffable,denial,0.387267335,0.6953526370867651,2,0.0,0.5
@Smirch72,denial,-0.8350534,0.0,2,1.0,0.0
@SmokeymcJoint420,science,-0.8037109499999999,0.07514033674475556,4,1.0,0.0
@Smonserratm,denial,-0.15598895,,1,0.0,0.0
@Smtipsandtricks.07,science,-0.080110915,,1,0.0,0.0
@Smurffies,science,-0.7917954,,1,1.0,0.0
@Snabader,science,0.89683735,,1,0.0,1.0
@SnackPatrol,denial,0.5799509,0.0,2,0.0,1.0
@Snailbert06,denial,0.4554463,,1,0.0,0.0
@SnakeMan448,denial,-0.9348721,,1,1.0,0.0
@SnakeOfLimitedWisdom,science,-0.45183587,,1,1.0,0.0
@Snakmachine,denial,0.02365115,,1,0.0,0.0
@Snapmare_,science,0.22681573,,1,0.0,0.0
@SnarkMonkey,science,-0.5875848,0.04774300133757826,2,1.0,0.0
@Snarkonymous,science,0.204422315,0.8710978332952782,2,0.0,0.5
@Snausageses,denial,0.167251421,0.27643304264739066,2,0.0,0.0
@Sneaker_Club,science,-0.45615625,,1,1.0,0.0
@SneakySteevy,denial,-0.10731436,,1,0.0,0.0
@Sneha-y9n1w,science,-0.6059601,,1,1.0,0.0
@SnorlaxNapper,denial,0.17162988,,1,0.0,0.0
@SnotrocketLT4,science,0.9692973,,1,0.0,1.0
@SnowDay1999,denial,-0.7955086,,1,1.0,0.0
@SnowMonkeyCantSing,denial,-0.252744428,0.30806078769952006,2,1.0,0.0
@Snow_Axo,science,-0.72751266,,1,1.0,0.0
@Snow_Man000,denial,0.011025153,0.0,2,0.0,0.0
@SnowballCalamity,science,0.031846575,,1,0.0,0.0
@Snowblind_Viking,science,-0.75876874,,1,1.0,0.0
@Snowdog070,science,-0.27603054,,1,0.0,0.0
@Snowstar837,denial,-0.63401574,,1,1.0,0.0
@Sny-,science,-0.8905803,,1,1.0,0.0
@SoCloseToToast,science,0.9783228,,1,0.0,1.0
@SoHighIFly,science,-0.13285562,,1,0.0,0.0
@SoMesampo,denial,-0.44034693,,1,0.0,0.0
@SoNonWoo,denial,-0.18904743,,1,0.0,0.0
@SoOthersMayLiveandStuff,denial,-0.87823516,,1,1.0,0.0
@Soapbox-x4f,denial,0.63797116,,1,0.0,1.0
@SobeCrunkMonster,science,-0.82309365,,1,1.0,0.0
@Sobhit-uq9dw,science,-0.010272548,,1,0.0,0.0
@Socat_2189,denial,0.16460466,,1,0.0,0.0
@Socrates-97,denial,-0.44824738999999997,0.36645555790765155,2,0.5,0.0
@Socrates-I,denial,-0.81005335,,1,1.0,0.0
@Socrates-I,science,-0.62012804,,1,1.0,0.0
@Socrates3001,science,0.0076192766,,1,0.0,0.0
@SodaDjinn,denial,-0.5297706,,1,1.0,0.0
@SoeNaing-i4x,science,0.8891938,,1,0.0,1.0
@Sofetch25,denial,-0.08296725466666666,0.06550417430262838,3,0.0,0.0
@SofhiaFlores,science,0.324632,,1,0.0,1.0
@Sofia-md1wk,denial,-0.93496585,0.0,2,1.0,0.0
@SofiaFernandez-g8p,science,0.035217196,,1,0.0,0.0
@SohamBhattacharya3105,denial,-0.8311755433333333,0.06954971699648321,6,1.0,0.0
@Sohave,denial,0.04175076,,1,0.0,0.0
@Soil-Nerd,science,-0.5631033,,1,1.0,0.0
@Sojonkhan-k5f,denial,0.9677719,0.0,2,0.0,1.0
@Sojourner33,science,-0.86635745,,1,1.0,0.0
@Soken50,denial,-0.51612943,0.21083796064422206,4,0.5,0.0
@Sol-x,denial,0.2368392125,0.16830949817832716,2,0.0,0.0
@Sol66459,denial,-0.8147966,,1,1.0,0.0
@SolalBarca,science,0.0098465085,,1,0.0,0.0
@SolanumFeline835,science,-0.13518532,,1,0.0,0.0
@SolarPeaksView,science,0.56606156,,1,0.0,1.0
@Soldier9811,science,-0.7022621,,1,1.0,0.0
@SoleMindPalace,denial,-0.70440316,,1,1.0,0.0
@Soli11,science,0.58571243,,1,0.0,1.0
@SoloAdvocate,denial,-0.169984937,0.2607520786190245,2,0.0,0.0
@Solok1ller,denial,-0.15031227,,1,0.0,0.0
@SolvingTornadoes,denial,-0.0969890625,0.7845627539844647,8,0.5,0.25
@SomeAndrian,denial,-0.79423004,,1,1.0,0.0
@SomeCanine,denial,-0.8530186,,1,1.0,0.0
@SomeDudeOnYoutube16,denial,-0.1275651,0.0,2,0.0,0.0
@SomeGuyNamedTex,science,-0.6601279,,1,1.0,0.0
@SomeKidFromBritain,science,0.26299341,0.1087739391650785,2,0.0,0.0
@SomeWakingLife,denial,-0.3468039,,1,1.0,0.0
@SomeYoutubeGamerUK,denial,0.6969315,,1,0.0,1.0
@Some_one_dude,science,-0.14793587,,1,0.0,0.0
@Someaddress555s,science,0.005782249999999989,1.1266891100423755,2,0.5,0.5
@Someone--Else,denial,0.34851235,,1,0.0,0.0
@Someone69943,science,0.14900465,,1,0.0,0.0
@SomeoneQ-z2k,science,-0.8444723,,1,1.0,0.0
@Somerandomdude-ev2uh,denial,-0.7249272,,1,1.0,0.0
@SomethingToThinkAbout2002,science,0.9374601,,1,0.0,1.0
@Somethingwittyxs4ku,denial,-0.8229549,,1,1.0,0.0
@Somil-k4p,denial,-0.36685517,0.0,2,0.0,0.0
@SomirBag-i7t,science,-0.54324645,,1,1.0,0.0
@SonLe-gh3dz,science,-0.2391251,,1,0.0,0.0
@SonamNimaRabdhen-y2p,science,0.2340746,,1,0.0,0.0
@SonamSlash,denial,0.7313229,,1,0.0,1.0
@Sonia-u9n4t,science,-0.4090936,,1,1.0,0.0
@SoniasWay,denial,-0.39924783,0.0,2,0.0,0.0
@SonictheHedgehogInRealLife,denial,-0.81556374,,1,1.0,0.0
@Sonnenblume997,science,-0.86300284,,1,1.0,0.0
@SonnyD223,denial,-0.60349774,0.0,2,1.0,0.0
@SonnyGTA,denial,-0.5027149,,1,1.0,0.0
@SonuKhan-qi4ff,denial,0.030310832,,1,0.0,0.0
@SonyKhanam-f5c,denial,0.011495393,,1,0.0,0.0
@SonzaOwly,denial,-0.4486787,,1,1.0,0.0
@SoodoNimm420,science,-0.66531056,,1,1.0,0.0
@SoopCanSam-EthoPlaylists,denial,-0.42089424,,1,0.0,0.0
@SoothShaffer,science,-0.06357075,,1,0.0,0.0
@Soothsayer-rs5nb,denial,-0.36546215,,1,1.0,0.0
@Soothsayer937,science,-0.13316276000000002,0.8464908194521313,3,0.3333333333333333,0.3333333333333333
@Soph_is_tree,science,0.41058266,0.7586826406894118,2,0.0,0.5
@SophiaGonzalez-m1y,science,0.00024279952,,1,0.0,0.0
@Sophie-mv7bd,science,-0.76794356,,1,1.0,0.0
@Sora-xl5ti,denial,-0.76232916,,1,1.0,0.0
@SoraByers,denial,-0.6476361,,1,1.0,0.0
@Sorae90,denial,-0.2110626,0.0,2,0.0,0.0
@Soraviel,science,-0.8955375,,1,1.0,0.0
@Sorcoral,denial,-0.39439026,,1,0.0,0.0
@SorgreiToday,denial,-0.7924963,,1,1.0,0.0
@SorosTheKingMaker,denial,-0.5615968,,1,1.0,0.0
@SorowFame,denial,0.48190463,,1,0.0,1.0
@Sorrow653,denial,0.7892127,0.0,2,0.0,1.0
@SorryTooBaked,denial,-0.24734989,,1,0.0,0.0
@Sosukz,science,-0.9211973,,1,1.0,0.0
@SouChhing-e5z,science,-0.11364274,,1,0.0,0.0
@Sougin_0,denial,0.751953,0.0,2,0.0,1.0
@SoulContractor92,science,-0.13514984,,1,0.0,0.0
@SoulHorizon1313,science,-0.38635254,,1,0.0,0.0
@Soumaouma10,denial,-0.4318537,,1,1.0,0.0
@Soumik_FactsLabs,denial,-0.06763926,0.0,2,0.0,0.0
@SoumilSahu,science,-0.83810854,,1,1.0,0.0
@SoumyaRout-tf1wc,science,-0.0024164617,,1,0.0,0.0
@SounDz206,science,-0.56065767,0.19515515007286327,2,0.5,0.0
@Soundsofthewood,science,-0.6656328,,1,1.0,0.0
@SounokDeb,science,-0.85388136,,1,1.0,0.0
@SouravSharma-ct9fn,denial,-0.08278509,,1,0.0,0.0
@South-i7j,denial,-0.80347276,,1,1.0,0.0
@SouthCom1917,science,0.9420602,,1,0.0,1.0
@SouthernRebels94,denial,-0.68048996,0.0,2,1.0,0.0
@SouthernSteeler,science,-0.010194764,,1,0.0,0.0
@SovereignStatesman,denial,-0.79862994,,1,1.0,0.0
@SovereignTroll,science,-0.3057537,,1,0.0,0.0
@Sovereign_Citizen_LEO,denial,-0.29630452,,1,0.0,0.0
@Sovietbatman,science,0.014873207,,1,0.0,0.0
@Sozo-San,denial,-0.54464036,,1,1.0,0.0
@Space_Rebel,science,0.8705225,,1,0.0,1.0
@Spaceman2423J,science,0.73582655,,1,0.0,1.0
@Spaceman7391,science,-0.5310736,,1,1.0,0.0
@Spacemonkeymojo,science,-0.793290705,0.07565245649353655,2,1.0,0.0
@SpaceshipICP,science,0.8939306,,1,0.0,1.0
@Spaciouzz,denial,-0.28419563,,1,1.0,0.0
@Spagghet,denial,0.75074774,,1,0.0,1.0
@SpaghettioRegrettio,denial,-0.6493167,,1,1.0,0.0
@SpairPartsArmy,science,-0.13644196,,1,0.0,0.0
@Sparks0124,denial,-0.8567614,,1,1.0,0.0
@Sparky-220,denial,-0.79174757,,1,1.0,0.0
@SparkyCas,science,0.19383042500000003,0.6701067471095193,2,0.0,0.5
@SparkyFinch,science,-0.5842532,,1,1.0,0.0
@SparkyMcBiff,denial,0.92929965,,1,0.0,1.0
@Sparta1993,denial,-0.19260713,,1,0.0,0.0
@SpartanJoe193,denial,0.2959007,0.0,2,0.0,0.0
@SpartanWilliamS043,denial,-0.6433139,,1,1.0,0.0
@Spartanfred104,science,-0.6422531,,1,1.0,0.0
@Spazmonkeyorange,science,0.5308523,,1,0.0,1.0
@SpazzyMcGee1337,science,-0.09809907,,1,0.0,0.0
@Spdroo7,denial,-0.72684497,,1,1.0,0.0
@SpeakerWiggin49,denial,-0.9364063,,1,1.0,0.0
@Speaking-truth-seeking,denial,0.437456905,0.6765697030895643,2,0.0,0.5
@SpecialSP,denial,-0.21751349,,1,0.0,0.0
@Special_Agent_Frank_Horrigan,denial,-0.32117465,0.0,2,0.0,0.0
@Special_O.G,science,-0.051986434,,1,0.0,0.0
@SpectatorAlius,science,-0.44797724,,1,0.0,0.0
@Spectre2117,science,-0.6245386,,1,1.0,0.0
@SpectrumAnalysis,denial,-0.87041867,0.0,2,1.0,0.0
@Speed_of_Sloth,science,-0.9114071,,1,1.0,0.0
@Speedster-zl6su,science,-0.11441229,,1,0.0,0.0
@SpeedyCorky,denial,0.05830593500000003,1.1796849601700152,2,0.5,0.5
@SpeedyCorky,science,-0.8909425,,1,1.0,0.0
@Spencer-x6f,science,-0.065889865,,1,0.0,0.0
@SpencerGuinne,science,0.9727283,,1,0.0,1.0
@SpencerItaliano-b4p,science,-0.47837818,,1,1.0,0.0
@Spezzaneze,science,0.04849039,,1,0.0,0.0
@Spherical_Cow,science,-0.14866444,,1,0.0,0.0
@SphinctersForever,denial,0.7083569,,1,0.0,1.0
@SpicesofLifesesses,denial,-0.016140744,0.0,2,0.0,0.0
@SpiderGav2099,denial,-0.8633851,,1,1.0,0.0
@Spiderman-tg9ke,denial,-0.90374875,,1,1.0,0.0
@Spido68_the_spectator,denial,-0.85639983,,1,1.0,0.0
@Spiggsie1,denial,0.96445775,,1,0.0,1.0
@Spike-hl2mw,denial,-0.74638236,,1,1.0,0.0
@SpilnerOutlaw,science,-0.57190263,,1,1.0,0.0
@Spin_Gravity,denial,-0.3034386,,1,0.0,0.0
@Spincat08,denial,-0.7243266,0.0,2,1.0,0.0
@Spiral927,denial,-0.8392264,,1,1.0,0.0
@Spiralbreaker-e1c8f,science,0.13008414,,1,0.0,0.0
@SpiritHawk7,science,-0.17706615,,1,0.0,0.0
@SpiritofMale11,denial,-0.44060078,,1,0.0,0.0
@Spock0987,denial,-0.45043254,0.0,2,1.0,0.0
@Spontaneous-Vinod,denial,0.026482709,,1,0.0,0.0
@SpottedHares,denial,-0.16330974,,1,0.0,0.0
@SpottoBotto,denial,0.9333662,,1,0.0,1.0
@Spratdragon,denial,-0.74651444,,1,1.0,0.0
@SpreadingPositivity100,science,0.02905583,,1,0.0,0.0
@Spritual_soul_1985,science,-0.07249166,,1,0.0,0.0
@SpydrXIII,denial,0.9449302,,1,0.0,1.0
@SpynCycle57,denial,-0.52256888,0.39080466753171866,3,0.6666666666666666,0.0
@Spyrogyro13,science,0.04201257,,1,0.0,0.0
@Sq7Arno,science,-0.3605530282,0.5205693844178947,2,0.5,0.0
@Squarehead45,denial,-0.701344885,0.2362780119287596,4,0.75,0.0
@SquarkyMalarky,science,-0.92309743,,1,1.0,0.0
@SquawkingSnail,science,0.22201705,1.0642220807686922,2,0.5,0.5
@Squid-Boy67,denial,-0.48806503,,1,1.0,0.0
@Squidgy55,science,0.77082145,,1,0.0,1.0
@Squidward1314,denial,-0.8697528,,1,1.0,0.0
@SquiggyWigginz,denial,-0.6027274,,1,1.0,0.0
@SquirtleHK,science,-0.6285239,,1,1.0,0.0
@Srabubulupa,denial,-0.6069745,0.0,2,1.0,0.0
@SreesaiAk,science,-0.09712322,,1,0.0,0.0
@SrihithasriYadav,science,0.9657346,,1,0.0,1.0
@Srikanthyadav-562,science,0.4661659,,1,0.0,0.0
@SrikarSrivatsav,science,0.88489723,,1,0.0,1.0
@Srikumar_,denial,-0.87259275,,1,1.0,0.0
@SrinivasG0711,denial,0.8706512,,1,0.0,1.0
@SriramulaSrinivas_CE,science,0.98185796,,1,0.0,1.0
@Srishtism07,science,0.3144996,,1,0.0,0.0
@Sriyansh1611,denial,0.08409022500000002,1.250693386812092,2,0.5,0.5
@Srkjude.,science,-0.004390694,,1,0.0,0.0
@SruthiS-l5x,science,0.96991754,,1,0.0,1.0
@SsetGuy-hk3fs,science,0.8781873,,1,0.0,1.0
@Ssg-xi3vi,denial,-0.8561488,,1,1.0,0.0
@SsgtHolland,denial,0.03242705,,1,0.0,0.0
@Sshh-l5m,denial,0.47038338,,1,0.0,1.0
@StJiub-lc4eb,denial,-0.24443902,,1,0.0,0.0
@StLeosSchool-e9q,science,0.9776371,,1,0.0,1.0
@StMAK-dy2wy,denial,0.12647903,,1,0.0,0.0
@StNick119,science,0.79824626,,1,0.0,1.0
@StPauI,denial,0.060315818,,1,0.0,0.0
@StaK_1980,denial,0.57972115,,1,0.0,1.0
@Stabler134,science,-0.6535365,,1,1.0,0.0
@StaceyFoxx,science,0.97253394,,1,0.0,1.0
@StackBrains,science,-0.5712029,,1,1.0,0.0
@StaggerLee19,denial,-0.6769276,,1,1.0,0.0
@StaleIsland3230,denial,-0.037118606,0.0,2,0.0,0.0
@StalinLovsMsmZioglowfagz,denial,-0.53735,0.24579611541604968,2,0.5,0.0
@Stampedby__bonetti,science,-0.8755621,,1,1.0,0.0
@StampinJo,denial,-0.56140834,,1,1.0,0.0
@Stan6468,denial,-0.04535238,,1,0.0,0.0
@StanJan,science,-0.14045559,,1,0.0,0.0
@StanSwan,science,-0.21167524,,1,0.0,0.0
@Standard_Logic,science,-0.45411937999999996,0.12860824195095427,2,0.5,0.0
@Star-bp5jj,science,-0.19593222,,1,0.0,0.0
@StarLife-g7b,denial,0.85681844,,1,0.0,1.0
@StarLink149,denial,-0.8231316,0.0,2,1.0,0.0
@StarNumbers,science,-0.9232303,,1,1.0,0.0
@StarTalk,denial,0.5013518,0.0,2,0.0,1.0
@Staranand,denial,-0.28974725,0.0072801310027910985,2,0.0,0.0
@Starborn23,denial,0.16621757,0.0,2,0.0,0.0
@StarfieldRailway,denial,0.44589108,,1,0.0,1.0
@Starfishtroopers,denial,-0.69188744,,1,1.0,0.0
@Stariessss,science,-0.057588965,,1,0.0,0.0
@Starmerispureevil,denial,-0.5430877,,1,1.0,0.0
@Starrynights1924,denial,0.73622346,,1,0.0,1.0
@StartabusinesswithJustin,denial,-0.26055568,,1,0.0,0.0
@Starwarsmidget,science,-0.6073708,,1,1.0,0.0
@StarwaterCWS,denial,-0.8344621,,1,1.0,0.0
@StarwaterCWS,science,0.157955,,1,0.0,0.0
@Stash186,denial,-0.1337402825,0.6358678739378,4,0.5,0.25
@StassiMusic,denial,-0.024283588,,1,1.0,0.0
@StateoftheMatrix,science,-0.7361849,,1,1.0,0.0
@StaticR,denial,0.6913514,0.0,2,0.0,1.0
@Staticsceptre,denial,-0.16313562,,1,0.0,0.0
@Station9.75,science,-0.5231379,,1,1.0,0.0
@Statsy10,denial,-0.36386539,0.5976934945996568,4,0.5,0.0
@Steadylife2,science,0.6811784,,1,0.0,1.0
@Stealthbong,science,-0.1592700525,0.10635419403542655,4,0.0,0.0
@Stedydubstories,denial,-0.9037745,,1,1.0,0.0
@SteelCrash,denial,-0.65119743,0.0,2,1.0,0.0
@SteelPorcupine,science,-0.5761331,,1,1.0,0.0
@Steelmill1,denial,-0.67505336,,1,1.0,0.0
@SteerCarmer,denial,-0.6953977375,0.25481128441394246,4,1.0,0.0
@SteezeCartel,science,0.9561128,,1,0.0,1.0
@Steezy8a,denial,-0.88934416,,1,1.0,0.0
@StefanThiesen,denial,0.5815914,,1,0.0,1.0
@Stefano-dd2sf,science,-0.37752798,,1,0.0,0.0
@Stefch2,denial,0.025267974,,1,0.0,0.0
@SteffiReitsch,denial,-0.33786135538461537,0.4889298052294029,13,0.46153846153846156,0.07692307692307693
@Stego1819,science,-0.3295119811666667,0.30733662238043274,3,0.3333333333333333,0.0
@Steinkonig-yz6xc,science,-0.014200784,,1,0.0,0.0
@StelCreator,denial,-0.22850293,,1,0.0,0.0
@SteliosStylianou,denial,0.034262657,,1,0.0,0.0
@StellaAsh,denial,-0.73470366,,1,1.0,0.0
@StellarMeng,science,0.024158730000000017,1.286918686415381,2,0.5,0.5
@Stelle2012,science,0.8631497,,1,0.0,1.0
@StephanTrube,denial,0.98047435,,1,0.0,1.0
@StephanieJadotte,science,-0.8342911,,1,1.0,0.0
@StephaniePasq-hg7vt,denial,-0.8840112,0.0,2,1.0,0.0
@Stephen-sr2pb,science,0.002378881,,1,0.0,0.0
@Stephen._.Chapman,science,0.9023001,,1,0.0,1.0
@StephenGardner1,denial,-0.5231555,,1,1.0,0.0
@StephenKnox-v5i,science,-0.6696343,,1,1.0,0.0
@StephenMoore777,denial,-0.73563987,,1,1.0,0.0
@StephenMorganCanada,denial,-0.53653723,0.0,2,1.0,0.0
@StephenReid-s9h,science,-0.8704882,,1,1.0,0.0
@Stephen_Brooks,denial,-0.6972436,,1,1.0,0.0
@StephensonMatilda,science,0.94336504,,1,0.0,1.0
@StereoSpace,science,0.9188641,,1,0.0,1.0
@Stereostraw,science,0.3663333,,1,0.0,0.0
@SternDrive,science,-0.31800681000000003,0.536037964362687,3,0.3333333333333333,0.0
@Steve-Cro-Magnon-Man,denial,-0.356081,,1,0.0,0.0
@Steve-Duh-Rino,denial,-0.19248798,,1,0.0,0.0
@Steve-Riverwood,science,-0.523174945,0.2192854164682276,2,0.5,0.0
@Steve-ec6ed,denial,-0.5981621,,1,1.0,0.0
