author,camp,mean_compound,std_compound,n_comments,pct_negative,pct_positive
@daveminor1058,denial,-0.7907375,,1,1.0,0.0
@davemoore5222,denial,0.17961042,,1,0.0,0.0
@daventry9685,science,0.61825776,,1,0.0,1.0
@davepaisley7675,science,-0.78928167,,1,1.0,0.0
@davepaturno4290,denial,0.6859001,,1,0.0,1.0
@daveragby5672,denial,0.9693413,,1,0.0,1.0
@daverhoden445,science,0.8488084,,1,0.0,1.0
@davericks4228,denial,0.93538845,,1,0.0,1.0
@daveriddlelin9327,denial,-0.5341738,,1,1.0,0.0
@daverlb,denial,0.1942521,,1,0.0,0.0
@daverobertson623,science,-0.37938040500000003,0.01237115133491022,2,0.0,0.0
@daveslater9141,denial,-0.5241741,,1,1.0,0.0
@davesmith6576,denial,-0.90447474,,1,1.0,0.0
@davespanksalot8413,denial,-0.117524356,,1,0.0,0.0
@davesquared01,denial,0.9832339,,1,0.0,1.0
@davestagner,denial,0.607881115,0.4479372754260695,2,0.0,0.5
@davestagner,science,0.071742972,0.35867839340695046,3,0.0,0.0
@davestennes305,science,-0.6162118,,1,1.0,0.0
@davestewart2067,denial,0.2332755,0.0,2,0.0,0.0
@davestorm6718,denial,-0.23167866,0.0,2,0.0,0.0
@davesutherland1864,denial,0.0020031258,,1,0.0,0.0
@daveswensen9627,science,-0.47150883,,1,0.0,0.0
@davetuck8946,denial,-0.44469184,,1,1.0,0.0
@daveturner6006,denial,-0.24192911,0.0,2,0.0,0.0
@davewallace8219,science,0.23237383,,1,0.0,0.0
@davewalter1216,denial,0.9473781,,1,0.0,1.0
@davewinch7677,denial,-0.31543317,,1,0.0,0.0
@davianwht5203,denial,-0.67989826,,1,1.0,0.0
@daviboiify,science,-0.5583431,,1,1.0,0.0
@david-oval,denial,0.9126218,0.0,2,0.0,1.0
@david-wj3wq,denial,0.3808034599999999,0.6335789130828432,6,0.0,0.6666666666666666
@david.audioworxproductions,denial,0.18842712,,1,0.0,1.0
@david222444,science,-0.55741245,,1,1.0,0.0
@david47lee,science,-0.8427772,,1,1.0,0.0
@davidAdidomenico,denial,-0.6295319183333333,0.15711439231164998,6,0.8333333333333334,0.0
@davidaknox1,denial,0.9722004,,1,0.0,1.0
@davidallen7404,science,-0.049416795,,1,0.0,0.0
@davidanderson7138,science,0.19305724,,1,0.0,0.0
@davidansty6450,science,-0.7786996,,1,1.0,0.0
@davidantonucci1161,science,-0.27725697,,1,0.0,0.0
@davidarmstrong2078,denial,-0.6759557,0.0,2,1.0,0.0
@davidarundel6187,science,0.843314,,1,0.0,1.0
@davidav3980,science,0.88724697,,1,0.0,1.0
@davidbarcikowski968,denial,-0.11888862,,1,0.0,0.0
@davidbarlow350,denial,-0.28503206,0.6744567478192262,2,0.5,0.0
@davidbarrett590,denial,0.4265956,0.0,2,0.0,0.0
@davidbb01,denial,-0.63591707,,1,1.0,0.0
@davidbeare730,science,-0.07518226,,1,0.0,0.0
@davidbentrin1088,denial,-0.64811325,0.3206920878618695,2,0.5,0.0
@davidberry8431,denial,0.69891985,0.32953205399755126,2,0.0,0.5
@davidbevan7327,denial,-0.8646709,,1,1.0,0.0
@davidbishop3374,science,-0.13659008,,1,0.0,0.0
@davidblake4716,science,-0.278271905,0.08250204431939882,2,0.0,0.0
@davidbosankoe3759,denial,-0.7609017,,1,1.0,0.0
@davidboyle1902,science,0.9778807,,1,0.0,1.0
@davidbrattain1446,science,0.78633916,,1,0.0,1.0
@davidbrick626,denial,-0.85829866,,1,1.0,0.0
@davidbrooks1171,science,-0.04309857,,1,0.0,0.0
@davidbrown-xk8zl,science,-0.874977,,1,1.0,0.0
@davidbrown6340,denial,-0.31313843,,1,0.0,0.0
@davidbryden7904,science,0.18590364,,1,0.0,0.0
@davidbswank,denial,0.119471416,,1,0.0,0.0
@davidbuckspan2383,denial,0.9607143,,1,0.0,1.0
@davidbullock1101,denial,-0.5607167,0.45901034841634863,2,0.5,0.0
@davidburton5961,science,0.02155111999999998,1.3239640813924223,2,0.5,0.5
@davidbusen545,science,-0.4916247,,1,1.0,0.0
@davidbush1852,denial,0.3917349,,1,0.0,0.0
@davidc7332,science,-0.341598,,1,0.0,0.0
@davidcanfield883,science,-0.2228255,,1,0.0,0.0
@davidcaro1229,denial,0.041175447,0.0,2,0.0,0.0
@davidcastillo1028,denial,-0.81393147,,1,1.0,0.0
@davidclode3601,denial,0.9101437,,1,0.0,1.0
@davidcobble2050,denial,0.19489203,,1,0.0,0.0
@davidcole1475,denial,-0.14913759,,1,0.0,0.0
@davidcoleman9317,denial,0.84911305,,1,0.0,1.0
@davidcoles1688,denial,0.053123365000000033,1.3127600946526743,2,0.5,0.5
@davidcombs5468,denial,-0.56460166,,1,1.0,0.0
@davidcook680,denial,-0.8410267,,1,1.0,0.0
@davidcotterill9707,denial,0.861569,0.0,2,0.0,1.0
@davidcousins3508,denial,-0.7982302,,1,1.0,0.0
@davidcraccer,science,0.4523483,,1,0.0,1.0
@davidcullen1956,denial,-0.38780228,0.35321691334142424,4,0.5,0.0
@daviddarby,science,0.15118894,,1,0.0,0.0
@daviddavidk2352,denial,-0.79135156,,1,1.0,0.0
@daviddealba7777,denial,-0.32716388,,1,0.0,0.0
@daviddeli9048,denial,-0.8907207,,1,1.0,0.0
@daviddeshazo5183,science,0.23685715,,1,0.0,1.0
@daviddgm5527,denial,-0.25987445,0.09564723716340269,2,0.0,0.0
@daviddilascio,denial,-0.22143951,,1,0.0,0.0
@davide2711,science,-0.15422371,,1,0.0,0.0
@davideaston1139,denial,-0.30419949,0.5217431421625782,3,0.3333333333333333,0.0
@davideddy2672,denial,0.23982686,,1,0.0,0.0
@davidedickjr,science,0.9494924650000001,0.0475157867155797,2,0.0,1.0
@davidesperanza5413,science,-0.023911554,,1,0.0,0.0
@davideyres955,science,-0.64636135,,1,1.0,0.0
@davidford3115,science,-0.7959883,,1,1.0,0.0
@davidford694,science,-0.150383535,0.08062658500365777,2,0.0,0.0
@davidfowles,denial,0.54153484,,1,0.0,1.0
@davidfuller9373,denial,-0.54848766,,1,1.0,0.0
@davidgalloway266,science,0.9643762,,1,0.0,1.0
@davidgaudreau6834,denial,-0.36271656,,1,0.0,0.0
@davidgavranic5044,science,-0.87244904,,1,1.0,0.0
@davidgayle2909,denial,0.116486985,0.07171549806792427,2,0.0,0.0
@davidgibson5756,denial,0.018431924,0.0,2,0.0,0.0
@davidgilhooly2100,denial,0.96638113,0.0,2,0.0,1.0
@davidgillman5368,denial,-0.84527254,0.0,2,1.0,0.0
@davidgjerseth4060,denial,-0.51742281,0.24477320060424954,2,0.5,0.0
@davidgraham4975,denial,0.37539127,,1,0.0,1.0
@davidgriffiths7696,science,0.8604984,,1,0.0,1.0
@davidgurarie6712,science,0.84298694,,1,0.0,1.0
@davidhand9721,denial,-0.8596544,,1,1.0,0.0
@davidharrigan9884,denial,-0.25145072,0.04449941056185503,4,0.0,0.0
@davidhennigan8373,denial,-0.902317,0.0,2,1.0,0.0
@davidhewett1484,denial,0.7822289,,1,0.0,1.0
@davidhewitt9558,denial,-0.321275065,0.3234971168232262,2,0.5,0.0
@davidhilder6826,denial,0.5649875,,1,0.0,1.0
@davidhilderman,science,-0.20002068399999998,0.25098328954248805,2,0.5,0.0
@davidhill7490,denial,-0.23331629,,1,0.0,0.0
@davidhogan-o3x,denial,-0.8837599,,1,1.0,0.0
@davidholle6569,denial,-0.17751268,,1,0.0,0.0
@davidhooper259,science,-0.43440118,,1,0.0,0.0
@davidhowell1415,denial,-0.190741245,0.12900015588442693,2,0.0,0.0
@davidhowie299,denial,0.97713244,,1,0.0,1.0
@davidhoy7186,denial,0.97247195,,1,0.0,1.0
@davidhuber6251,denial,-0.87283134,,1,1.0,0.0
@davidhudson3001,science,-0.027476266,,1,0.0,0.0
@davidhughes4785,science,0.054518193,,1,0.0,0.0
@davidhunt313,denial,0.09490311,,1,0.0,0.0
@davidjamesflood7289,science,-0.19495204,,1,0.0,0.0
@davidjensen266,science,-0.042922653,,1,0.0,0.0
@davidjmrussell5497,science,-0.56984603,,1,1.0,0.0
@davidjohnson-tq4qx,science,-0.4119502525,0.46471255295925246,2,0.5,0.0
@davidjohnson8655,science,-0.8165264,,1,1.0,0.0
@davidjones-vx9ju,denial,-0.14485909,,1,0.0,0.0
@davidjones3226,denial,-0.06656801,0.0,2,0.0,0.0
@davidjones7962,science,0.22730303,,1,0.0,0.0
@davidjorgensen877,science,-0.7803764,,1,1.0,0.0
@davidk7544,science,-0.4457035425,0.37374052630345195,4,0.5,0.0
@davidkeenan5642,denial,0.06656733,,1,0.0,0.0
@davidkelley2262,science,-0.1778144,,1,0.0,0.0
@davidkemery7216,denial,-0.7108043,,1,1.0,0.0
@davidkirk6249,denial,-0.057359785,,1,0.0,0.0
@davidkocinski2213,denial,-0.1051546,,1,0.0,0.0
@davidkozak6085,science,0.028194398,,1,0.0,0.0
@davidkymdell452,denial,-0.36005838,0.10271656549258643,2,0.0,0.0
@davidlafleche1142,science,-0.375446915,0.17659664469694333,2,0.5,0.0
@davidlamb591,denial,0.12964243,0.0,2,0.0,0.0
@davidlang5461,denial,-0.32446260675,0.43477666335624005,4,0.5,0.0
@davidlangelaan1742,denial,0.11166151,,1,0.0,0.0
@davidlarson1298,denial,-0.9140628,,1,1.0,0.0
@davidlawrenson2103,science,0.05031710999999997,0.7185819787322196,2,0.5,0.5
@davidlawson4281,denial,-0.08734227350000001,0.17505765719328242,2,0.0,0.0
@davidlea-smith4747,denial,0.52607212,0.593957703665691,2,0.0,0.5
@davidlevinson4870,denial,-0.81902397,,1,1.0,0.0
@davidlizom7556,science,-0.8063762,,1,1.0,0.0
@davidllewis4075,denial,-0.19027773,,1,0.0,0.0
@davidlobaugh4490,science,-0.48352231,0.026080063847011573,2,1.0,0.0
@davidluce495,science,-0.8908454,,1,1.0,0.0
@davidluck1678,science,0.045109823,,1,0.0,0.0
@davidm2819,denial,-0.32044476,,1,0.0,0.0
@davidm8371,denial,-0.7490395,,1,1.0,0.0
@davidmaddux1167,science,0.98733616,,1,0.0,1.0
@davidmarkey3395,science,0.9583547,,1,0.0,1.0
@davidmc8475,denial,0.1144656,0.0,2,0.0,0.0
@davidmccarthy6061,science,-0.030826285,,1,0.0,0.0
@davidmcchargue8427,denial,-0.69549793,,1,1.0,0.0
@davidmcclannahan,denial,-0.73416394,,1,1.0,0.0
@davidmccutcheon6205,denial,-0.86977434,,1,1.0,0.0
@davidmears349,denial,-0.8094066,,1,1.0,0.0
@davidmedlyn3475,denial,0.432803473,0.7267683476852743,2,0.0,0.5
@davidmeier2014,science,-0.6017941,,1,1.0,0.0
@davidmenasco5743,denial,-0.7444458333333334,0.10092839034287299,3,1.0,0.0
@davidmengle8269,denial,-0.41582538,0.14790658608096197,2,0.5,0.0
@davidmidgley9039,denial,0.9368893,,1,0.0,1.0
@davidmiller6010,science,-0.021432415,,1,0.0,0.0
@davidmitchell4268,science,-0.15072307,,1,0.0,0.0
@davidmurphy563,science,-0.8382071,,1,1.0,0.0
@davidnicholls7582,denial,0.08352747,,1,0.0,0.0
@davidnugget625,denial,-0.7133383,,1,1.0,0.0
@davidoconnell2057,science,0.09025915197499998,0.7791245223335825,4,0.25,0.25
@davidoran123,denial,-0.51836026,,1,1.0,0.0
@davidorourke5795,denial,-0.5817201,0.0,2,1.0,0.0
@davidotness6199,science,0.22196925,,1,0.0,0.0
@davidowens5898,science,-0.9177055,,1,1.0,0.0
@davidpaikins3172,denial,0.76724064,,1,0.0,1.0
@davidpalk5010,science,-0.12967985,0.8617475694088177,2,0.5,0.5
@davidpaterson2309,science,-0.44677073,,1,0.0,0.0
@davidpearn5925,science,-0.05370569000000001,0.22210800996202906,2,0.0,0.0
@davidpearson7610,science,0.9827763,,1,0.0,1.0
@davidpeppers551,science,-0.37445563,,1,0.0,0.0
@davidperi,science,0.83066297,,1,0.0,1.0
@davidpetrocelli2356,denial,-0.7558867,0.0,2,1.0,0.0
@davidphillips8919,denial,-0.45649728,,1,1.0,0.0
@davidpiepgrass743,science,-0.0020967126,,1,0.0,0.0
@davidpotter3717,science,0.96468765,,1,0.0,1.0
@davidprimeau3368,denial,-0.2777254316666667,0.5800702837831716,6,0.3333333333333333,0.16666666666666666
@davidprimeau3368,science,-0.033619575,,1,0.0,0.0
@davidr2299,denial,-0.6159954,,1,1.0,0.0
@davidr3815,science,0.16960386500000002,0.45438014957352885,2,0.0,0.5
@davidr7333,denial,0.09494321,,1,0.0,0.0
@davidrapalyea7727,denial,0.89384615,,1,0.0,1.0
@davidread6290,science,-0.1056389935,0.2012885610588567,2,0.0,0.0
@davidreynolds1604,denial,-0.583763165,0.25904225482413573,2,1.0,0.0
@davidroberts9037,denial,0.9112027,0.0,2,0.0,1.0
@davidroullierm,denial,-0.76586795,,1,1.0,0.0
@davidrussell8927,science,-0.2501763,,1,0.0,0.0
@davidsaffer3461,denial,-0.631286515,0.3754057973458594,2,0.5,0.0
@davidsalo8397,science,-0.4723989,,1,1.0,0.0
@davidsarpong8042,science,0.9700384,,1,0.0,1.0
@davidscott9572,science,-0.49648768,,1,1.0,0.0
@davidsea1482,science,-0.11529231,,1,0.0,0.0
@davidsheriff9274,science,-0.7052828,,1,1.0,0.0
@davidsimpson7373,science,0.35695922,,1,0.0,0.0
@davidsmith3302,science,0.8466199,,1,0.0,1.0
@davidsod6800,denial,-0.5556515,0.0,2,1.0,0.0
@davidsoltai8905,denial,0.055207442,,1,0.0,0.0
@davidstaudohar6733,denial,0.11349377499999996,1.2012922907833095,2,0.5,0.5
@davidstevens9063,denial,-0.90171856,,1,1.0,0.0
@davidstier2797,denial,0.047336772,0.015288400970868336,2,0.0,0.0
@davidstone2549,denial,0.9422046,,1,0.0,1.0
@davidt3956,denial,-0.168309105,0.484353626541431,4,0.5,0.0
@davidt5770,denial,-0.46283207666666665,0.42182877593983903,6,0.6666666666666666,0.0
@davidt9238,denial,-0.4031385,0.0,2,0.0,0.0
@davidtal523,science,0.8230332,,1,0.0,1.0
@davidtaylor3284,science,-0.7983939,,1,1.0,0.0
@davidtaylor8406,denial,-0.7680765,,1,1.0,0.0
@davidthurman3963,science,-0.81031066,,1,1.0,0.0
@davidtiessen7713,denial,-0.61059666,,1,1.0,0.0
@davidtindley6556,denial,-0.39823046,0.0,2,0.0,0.0
@davidtowery403,science,-0.43767115,,1,0.0,0.0
@davidtucker9498,denial,-0.7288839,0.0,2,1.0,0.0
@davidtuer5825,denial,-0.59710443,,1,1.0,0.0
@davidtuer5825,science,-0.49650387500000004,0.21053212748178382,2,0.5,0.0
@davidulrichldj6140,denial,-0.006180227,,1,0.0,0.0
@davidvbobb7785,denial,0.9024592,,1,0.0,1.0
@davidvidic,denial,-0.2212799,,1,0.0,0.0
@davidwalker2494,denial,-0.019843634,,1,0.0,0.0
@davidwalz94,science,-0.016729161,,1,0.0,0.0
@davidwatkins594,denial,-0.023564361199999998,0.023123668496804212,2,0.0,0.0
@davidwatson2399,denial,-0.697431965,0.22148378105748714,4,0.75,0.0
@davidwatson7447,denial,0.9655498,,1,0.0,1.0
@davidwatson8118,science,-0.21266279,,1,0.0,0.0
@davidwebb8217,denial,-0.7105792,,1,1.0,0.0
@davidweigel2238,denial,0.22870994,,1,0.0,0.0
@davidwilliams1399,science,0.5208531,,1,0.0,1.0
@davidwilliams9597,denial,-0.629462,,1,1.0,0.0
@davidwood2387,denial,0.9626093,0.0,2,0.0,1.0
@davidwood2387,science,0.08734082,,1,0.0,0.0
@davidwright873,science,-0.35503908533333334,0.5072186176644571,3,0.3333333333333333,0.0
@davidwuhrer6704,science,-0.5963387466666666,0.2708146842790598,6,0.6666666666666666,0.0
@davidx9389,denial,-0.34606233,,1,0.0,0.0
@davidyates1078,denial,-0.24031031,,1,0.0,0.0
@davidyork751,denial,-0.66334313,0.2983238254992048,2,1.0,0.0
@davidyoung6400,science,-0.8279263,,1,1.0,0.0
@davidyuhnke9364,science,-0.47721177,0.059558798077612315,2,0.5,0.0
@davie8593,science,-0.8963925,,1,1.0,0.0
@davieboy65,denial,0.2971353,,1,0.0,1.0
@davihexli9753,denial,0.867573,,1,0.0,1.0
@davinozen,denial,-0.64099294,,1,1.0,0.0
@davitdavid7165,denial,0.31273,,1,0.0,0.0
@davitdavid7165,science,-0.686343,,1,1.0,0.0
@davyhotch,denial,0.23573199,,1,0.0,0.0
@davyprendergast82,science,-0.7106475,,1,1.0,0.0
@dawarboss3709,science,-0.6543958000000001,0.09167384859642369,2,1.0,0.0
@dawg8655,denial,-0.3753864,0.0,2,0.0,0.0
@dawidtrepkowski642,science,-0.32735708,,1,0.0,0.0
@dawn7664,science,-0.6579611,,1,1.0,0.0
@dawnchiasson8099,science,-0.6669983,,1,1.0,0.0
@dawnm.h.reeves5717,denial,0.9737195,,1,0.0,1.0
@dawnpage8899,denial,-0.13748723,,1,0.0,0.0
@dawnpalmby5100,denial,-0.3578318128571429,0.3232498048397761,7,0.42857142857142855,0.0
@dawnpattison7731,denial,0.9074033,,1,0.0,1.0
@dawsonhenry5558,science,0.18638562,,1,0.0,0.0
@dax8476,science,-0.16664934,,1,0.0,0.0
@daxeckenberg,science,-0.3678615,,1,0.0,0.0
@daxspark,denial,0.9691714,,1,0.0,1.0
@day2148,science,0.61859703,,1,0.0,1.0
@dayamidelrisco3637,denial,0.14500594,,1,0.0,0.0
@dayanaclaghorn,denial,-0.84414476,,1,1.0,0.0
@daycreek,denial,0.16250922,0.0,2,0.0,0.0
@dayewalker9408,science,-0.5848738,,1,1.0,0.0
@daylate,science,-0.19818407,,1,0.0,0.0
@daylight137,science,-0.5244794,,1,1.0,0.0
@daytonadream3052,denial,-0.872271,,1,1.0,0.0
@daytonenloe2926,denial,0.2875288,,1,0.0,0.0
@dayv207,science,-0.5519603,,1,1.0,0.0
@daz5138,denial,0.26936027,,1,0.0,0.0
@dazeng4633,denial,0.52840346,,1,0.0,1.0
@dazp6683,denial,0.9328184,,1,0.0,1.0
@dazzaMusic,science,-0.42429256,,1,0.0,0.0
@db2631,denial,0.04955466,,1,0.0,0.0
@db5145,science,0.3343907,,1,0.0,0.0
@db5202,denial,0.90264255,,1,0.0,1.0
@db5351,science,-0.12712915,,1,0.0,0.0
@dbackscott_CCG,science,-0.29702374,,1,0.0,0.0
@dbadaddy7386,science,-0.77263814,,1,1.0,0.0
@dbadagna,science,-0.76932985,,1,1.0,0.0
@dbaier5047,denial,-0.78065765,,1,1.0,0.0
@dbass9544,denial,-0.6744126,,1,1.0,0.0
@dbcooper4realz,denial,0.057756715,,1,0.0,0.0
@dbelex,denial,-0.30931157,,1,0.0,0.0
@dberg1964,science,0.85446733,,1,0.0,1.0
@dbjr2606,denial,-0.9229612,,1,1.0,0.0
@dbmn7571,denial,-0.035853326,0.0,2,0.0,0.0
@dbruzer,denial,-0.804802,,1,1.0,0.0
@dc37009,science,-0.2076326,,1,0.0,0.0
@dc4662,science,-0.22054997,,1,0.0,0.0
@dc521977,denial,-0.7976045,,1,1.0,0.0
@dcavinated7004,science,0.0447200385,0.07650768305349864,2,0.0,0.0
@dcbonner756,science,-0.4731049,,1,1.0,0.0
@dclark43,denial,-0.85804937,0.08905010060055969,2,1.0,0.0
@dcmoore8937,denial,-0.18001103,,1,0.0,0.0
@dcnative1618,denial,-0.34982167666666664,0.9142657813801114,3,0.6666666666666666,0.3333333333333333
@dcocz3908,denial,0.97163355,,1,0.0,1.0
@dcore64,science,0.11376773,,1,0.0,0.0
@dcpack,science,-0.7160706450000001,0.3133277332592735,4,0.75,0.0
@ddandymann,denial,-0.318286375,0.20271320939599977,2,0.5,0.0
@ddbt342,denial,-0.58301294,,1,1.0,0.0
@dderby5171,denial,-0.24842422,,1,0.0,0.0
@ddgyt50,science,-0.5497344,,1,1.0,0.0
@ddhqj2023,denial,0.046659301,0.006710818152219695,4,0.0,0.0
@ddiamante24,denial,-0.432461845,0.08948676025114581,2,0.5,0.0
@ddk18,science,0.039906055,,1,0.0,0.0
@ddkoda,science,0.5486084033333333,0.30867454776972725,3,0.0,0.6666666666666666
@ddoherty5956,denial,-0.522873945,0.5027863746454532,2,0.5,0.0
@ddoumeche,denial,-0.40126566319999996,0.19650542086021475,5,0.4,0.0
@ddoumeche,science,-0.0888763105,0.14108037449817895,2,0.0,0.0
@ddprepper5227,denial,0.8408515,,1,0.0,1.0
@ddreaded1,science,-0.04236968,,1,0.0,0.0
@ddrmegamixer,denial,-0.2934389,,1,1.0,0.0
@ddrnerd4280,science,-0.8354384,,1,1.0,0.0
@ddunic,denial,-0.1053540655,0.16351191584669197,2,0.0,0.0
@ddyeo503,denial,-0.42734795000000003,0.22229959347332376,2,1.0,0.0
@de6212,denial,-0.38571104,0.0,2,0.0,0.0
@deVeaux3962,denial,-0.49908018,,1,1.0,0.0
@de_bestburger,science,-0.88742685,,1,1.0,0.0
@deaconblooze1,denial,0.6225875,,1,0.0,1.0
@dead_pool_babu,denial,-0.061096933,,1,0.0,0.0
@deadbedfellow,science,-0.5361339,,1,1.0,0.0
@deadedd3235,denial,-0.6414343,,1,1.0,0.0
@deadgolfer6345,denial,-0.20203796,0.0,2,0.0,0.0
@deadheadwsp705,denial,0.22385795,,1,0.0,0.0
@deadlybatman6143,science,-0.11543957,,1,0.0,0.0
@deadlydanton,denial,-0.5914167,,1,1.0,0.0
@deadman7359,denial,-0.76948583,,1,1.0,0.0
@deadmanswife3625,denial,-0.48332933,,1,1.0,0.0
@deadmanwalkings,science,-0.39325845,,1,0.0,0.0
@deadreckoning6288,denial,0.287448056,0.3716865556839608,2,0.0,0.5
@deadreckoning6288,science,-0.8183475,,1,1.0,0.0
@deadskinrippers,denial,-0.17139155800000003,0.23400321816707592,3,0.0,0.0
@deadtrollz6533,denial,0.2469224,0.0,2,0.0,0.0
@deal2live,denial,-0.28470582,,1,0.0,0.0
@deal2live,science,-0.14680193,,1,0.0,0.0
@dean2663,denial,0.24520975,,1,0.0,0.0
@dean9235,science,-0.79268405,0.0583113061521074,2,1.0,0.0
@deanO12345-f,science,0.009474628,,1,0.0,0.0
@deananderson5797,science,-0.8491161,,1,1.0,0.0
@deanarupe73,denial,-0.42738791333333337,0.301331289550678,3,0.6666666666666666,0.0
@deanatkins4456,denial,0.91922206,,1,0.0,1.0
@deanchovan6604,denial,0.11074401,0.0,2,0.0,0.0
@deanhotter8057,science,-0.61854064,,1,1.0,0.0
@deanhoward7534,denial,-0.12534941,0.21166900669350766,2,0.0,0.0
@deanl6613,denial,-0.8666773,,1,1.0,0.0
@deanlawson6880,denial,-0.31811023,0.0,2,1.0,0.0
@deanlonagan1475,science,-0.8155762,,1,1.0,0.0
@deanlowdon8381,denial,-0.15738759828571428,0.5505470586468658,7,0.2857142857142857,0.14285714285714285
@deanm375,denial,-0.2638452,,1,0.0,0.0
@deanmeyer1815,science,0.019334925000000003,0.2144816016974231,2,0.0,0.0
@deano1872,science,-0.7109649,,1,1.0,0.0
@deano1888,science,-0.7503299,,1,1.0,0.0
@deanorr5378,science,0.98434407,,1,0.0,1.0
@deanpd3402,denial,-0.62924165,0.12972361804546229,2,1.0,0.0
@deanseawa,science,0.0023344234,,1,0.0,0.0
@deant3980,denial,-0.89214545,,1,1.0,0.0
@deanwilsher8189,denial,0.7106912,0.0,2,0.0,1.0
@deapthought1156,denial,-0.0764348,0.0,2,0.0,0.0
@dearbangtannies,science,0.9846182,,1,0.0,1.0
@dearsirormadam20,science,-0.7575343,,1,1.0,0.0
@dearthditch,denial,-0.23702186,,1,0.0,0.0
@dearyayres8583,science,0.9669718,,1,0.0,1.0
@death13a,science,-0.20231898,,1,0.0,0.0
@death_parade,denial,0.019075826,,1,0.0,0.0
@deathbringer2336,denial,-0.7166668,0.0,2,1.0,0.0
@deathlydashi,denial,0.9659944,,1,0.0,1.0
@debanshumajhi9154,science,0.4194088,,1,0.0,0.0
@debarshimukherjee8364,science,0.97731227,,1,0.0,1.0
@debasmitapaul7967,science,-0.9293185,,1,1.0,0.0
@debbiec4914,denial,-0.60295755,,1,1.0,0.0
@debbiedefiestheoddsdebm9604,denial,-0.9084502,,1,1.0,0.0
@debbieg161,science,0.9470118,,1,0.0,1.0
@debbiegradowski9885,denial,0.42151945333333335,0.4683193240550581,3,0.0,0.6666666666666666
@debbiehealy1783,denial,0.049423583,,1,0.0,0.0
@debbiehenri345,denial,-0.5295350225,0.23266442335473642,4,0.75,0.0
@debbieleewilham8515,science,-0.4442668,,1,0.0,0.0
@debbielund8853,denial,-0.83217746,,1,1.0,0.0
@debbiewasshername,denial,-0.7232667,,1,1.0,0.0
@debbylou5729,denial,-0.64287263,,1,1.0,0.0
@debgordon6542,denial,-0.9352762,,1,1.0,0.0
@debicarmi,science,-0.7780422,,1,1.0,0.0
@debihaynes1576,denial,-0.83593774,,1,1.0,0.0
@debilthomes501,science,-0.3094861,,1,0.0,0.0
@deblina,denial,-0.8586543,,1,1.0,0.0
@deblync,science,0.97734606,,1,0.0,1.0
@deborahcollins8601,denial,-0.091153756,,1,0.0,0.0
@deborahcurtis1385,science,0.030208443333333317,0.7940152769571194,3,0.3333333333333333,0.3333333333333333
@deborahdavis4216,science,0.085558444,,1,0.0,0.0
@deborahdean8867,science,-0.78669614,,1,1.0,0.0
@deborahherman3982,denial,-0.8826709,,1,1.0,0.0
@deborahmagana5039,science,0.23749556,,1,0.0,0.0
@deborahwyndham-lewis5188,science,-0.9278471,,1,1.0,0.0
@debracunningham5627,science,0.29520142,,1,0.0,1.0
@debrahoffman2031,denial,-0.70813036,,1,1.0,0.0
@debramichniewicz6384,denial,-0.6775799,,1,1.0,0.0
@debramoore1428,denial,-0.93703973,,1,1.0,0.0
@debrapurvis4408,denial,-0.439304865,0.047042067598591475,2,0.5,0.0
@debravictoria7452,denial,-0.07472771566666665,0.235087588623516,3,0.0,0.0
@debstarcrazy,denial,-0.21828243,0.0,2,0.0,0.0
@debztully1339,science,0.78870124,,1,0.0,1.0
@decentgrocerybag4003,denial,-0.13432184,0.0,2,0.0,0.0
@dechs54321,denial,-0.6348435,,1,1.0,0.0
@decimusrex92,denial,-0.419838,,1,0.0,0.0
@decimusrex92,science,-0.645714451,0.30413338925025984,10,0.8,0.0
@deckchaironthetitanic,denial,-0.79084925,0.11360398759746511,2,1.0,0.0
@deckie_,denial,-0.52143526,,1,1.0,0.0
@declanfarrell3933,denial,0.9773774,,1,0.0,1.0
@declanhargrove3032,denial,0.6882824,,1,0.0,1.0
@decobos4131,science,-0.9049869,,1,1.0,0.0
@dede4004,denial,-0.71068734,,1,1.0,0.0
@dedetudor.,denial,-0.0470869845,0.08828070549012519,2,0.0,0.0
@dedetudor.,science,-0.7914697,,1,1.0,0.0
@dee132456,denial,-0.5584631,,1,1.0,0.0
@deecyp64,science,0.9760847,,1,0.0,1.0
@deeem-tee799,science,-0.4885135,,1,1.0,0.0
@deeg_daddy,science,-0.75529814,,1,1.0,0.0
@deejay7648,science,-0.64169884,,1,1.0,0.0
@deejayimm,science,-0.72397256,,1,1.0,0.0
@deeknuth7364,science,-0.93601596,,1,1.0,0.0
@deem10,denial,-0.7940246,,1,1.0,0.0
@deemac3470,science,-0.109701686,,1,0.0,0.0
@deenaarmoogam9241,denial,0.91036814,,1,0.0,1.0
@deendayal319,denial,-0.1531511,,1,0.0,0.0
@deenfurgsz6806,denial,0.12302792,,1,0.0,0.0
@deenfurgsz6806,science,-0.7125871,,1,1.0,0.0
@deenpon7486,science,0.9116044,,1,0.0,1.0
@deep4630,science,-0.2541659,,1,0.0,0.0
@deepakgupta0401,science,0.0811703725,0.13604130247284651,2,0.0,0.0
@deepakkhadka2374,denial,-0.6013126,,1,1.0,0.0
@deepakkumar-ws1yf,science,-0.01306951,,1,0.0,0.0
@deepakkumarmishra9609,denial,-0.15769792,,1,0.0,0.0
