camp,community,community_size,mean_compound,pct_negative,active_users
denial,278,2,-0.1654659275,0.5,2
denial,279,2,-0.371413996,0.6363636363636364,1
denial,280,2,-0.39101808000000005,0.0,1
denial,281,2,-0.2945285875,0.75,2
denial,282,2,-0.7400828716666668,0.8333333333333333,2
denial,283,2,-0.2899559825,0.5,2
denial,284,2,-0.62705625,0.5,1
denial,286,2,0.020041979125000012,0.0,2
denial,287,2,-0.8397557849999999,1.0,2
denial,289,2,-0.5749448125000001,1.0,2
denial,292,2,-0.801178,1.0,1
denial,293,2,-0.1031979545,0.0,2
denial,294,2,-0.4434623685,0.5,2
denial,302,2,-0.507299985,0.6666666666666666,2
denial,304,2,-0.21456505375,0.0,2
denial,305,2,0.12024202,0.0,2
denial,306,2,-0.5115719200000001,0.3333333333333333,2
denial,307,2,-0.627202974,1.0,2
denial,308,2,-0.552140665,0.75,2
denial,309,2,-0.6654135766666667,1.0,2
denial,310,2,-0.2179160235,0.25,2
denial,311,2,-0.09578273166666668,0.16666666666666666,2
denial,314,2,-0.19712790000000002,0.25,2
denial,315,2,-0.624448795,0.75,2
denial,316,2,-0.8883897,1.0,2
denial,317,2,-0.404310305,0.625,2
denial,318,2,-0.363752005,0.5,2
denial,319,2,-0.271303377,0.5,2
denial,320,2,-0.39687470999999996,0.25,2
denial,321,2,-0.502108093,0.5,2
denial,322,2,-0.227532863,0.25,2
denial,323,2,-0.5205969228333334,0.6666666666666666,2
denial,324,2,-0.531447935,0.5,2
denial,325,2,-0.5989498925,0.75,2
denial,327,2,-0.5233237377916666,0.7916666666666667,2
denial,328,2,-0.890735925,1.0,2
denial,330,2,-0.5143344249999999,0.6666666666666666,2
denial,331,2,-0.66596425,1.0,1
denial,332,2,-0.26766052883333336,0.5,2
denial,333,2,-0.39776489,0.5833333333333333,2
denial,334,2,-0.3513686075,0.75,2
denial,336,2,-0.580197815,0.6666666666666666,2
denial,337,2,-0.28837884166666666,0.6666666666666666,2
denial,339,2,-0.2971741895,0.375,2
denial,340,2,-0.46882479666666665,0.5833333333333333,2
denial,342,2,0.39239114166666667,0.0,2
denial,343,2,0.39536126000000005,0.2,2
denial,345,2,0.061359498500000005,0.0,2
denial,347,2,-0.43276698999999996,0.8333333333333333,2
denial,348,2,-0.402862802,0.25,2
