in_degree,out_degree,pagerank,betweenness,eigenvector,closeness,influence_composite,author,camp,activity
4,0,0.0006732012826355617,0.0,-2.0358587872437494e-18,0.0,0.027176457879593108,@TimjoeMontour,science,0
0,3,0.00024966984898537066,0.0,6.190055787823737e-19,0.0,0.0,@Bob-hq5lj,science,3
3,0,0.00046143556581046614,0.0,-3.563818554111215e-18,0.0,0.015588228939796552,@gulf_of_mexxico,science,1
0,2,0.00024966984898537066,0.0,3.3922701700018863e-20,0.0,0.0,@BobSaget6365,science,2
2,0,0.00046143556581046614,0.0,3.16405128209689e-18,0.0,0.013588228939796552,@perrysanders8433,science,1
0,2,0.00024966984898537066,0.0,-4.936348515777008e-19,0.0,0.0,@BodhiSoftMobileApps,science,2
2,0,0.00046143556581046614,0.0,-3.988419583303065e-18,0.0,0.013588228939796552,@SuperchargedCow,science,1
0,2,0.00024966984898537066,0.0,3.087474984126164e-18,0.0,0.0,@BrentonSmythesfieldsaye,science,5
2,2,0.00046143556581046614,0.0,2.2505393861644517e-18,0.0,0.013588228939796552,@bmccameron7642,science,3
0,2,0.00024966984898537066,0.0,-4.1116348408638534e-18,0.0,0.0,@BrianPicht,science,2
2,0,0.00046143556581046614,0.0,-7.572026849762123e-19,0.0,0.013588228939796552,@eileenstevens8018,science,1
0,3,0.00024966984898537066,0.0,-2.59780730150994e-20,0.0,0.0,@Brianpeckin,science,3
5,0,0.0006732012826355617,0.0,5.913704946490458e-18,0.0,0.02917645787959311,@ffxim,science,1
0,2,0.00024966984898537066,0.0,-1.3768434215282828e-18,0.0,0.0,@BrotherPatriot,science,3
2,0,0.00046143556581046614,0.0,-3.1952726616363505e-19,0.0,0.013588228939796552,@danielwilliamson3968,science,1
0,3,0.00024966984898537066,0.0,-2.7667757050236306e-19,0.29518072289156627,0.07078313253012049,@Brownhare09734,science,3
100,0,0.00908407370624616,0.0,-4.322260101683975e-17,0.41702127659574467,0.7000000000000001,Paul Beckwith,science,0
0,2,0.00024966984898537066,0.0,-1.388776265067645e-18,0.0,0.0,@BuffCrusader123,science,2
2,0,0.00046143556581046614,0.0,-2.6304263924250055e-18,0.0,0.013588228939796552,@guyonthecouch007,science,1
0,2,0.00024966984898537066,0.0,-5.124857953133758e-19,0.0,0.0,@Burdjuice,science,2
2,0,0.00046143556581046614,0.0,-2.9413524956525564e-18,0.0,0.013588228939796552,@matthewbruh1326,science,1
0,4,0.00024966984898537066,0.0,2.7530997091996434e-18,0.0,0.0,@BythepeopleForthepeople203,science,5
2,0,0.0003555527073979184,0.0,-3.806230632453456e-18,0.0,0.008794114469898275,@libertyforever4270,science,1
2,0,0.0003555527073979184,0.0,1.3350371432157867e-18,0.0,0.008794114469898275,@ohmslawyer3599,science,1
0,4,0.00024966984898537066,0.0,-8.807893968107955e-19,0.0,0.0,@CH-et4go,science,7
5,0,0.00044630944318010214,0.0,3.979246754638135e-18,0.0,0.018903355444096798,@David-h5r1x,science,1
2,0,0.0003555527073979184,0.0,4.664554237616698e-18,0.0,0.008794114469898275,@jlg3315,science,1
0,5,0.00024966984898537066,0.0,8.660009150669187e-19,0.0,0.0,@CVshorey,science,6
3,2,0.00037672927908042795,0.0,-6.945620282114292e-18,0.0,0.011752937363877931,@christopherlawrence1688,science,2
2,0,0.00033437613571540885,0.0,-5.039883650566224e-18,0.0,0.007835291575918621,@dakotarose3377,science,1
0,2,0.00024966984898537066,0.0,-2.252726659384166e-18,0.0,0.0,@Calle.Hutch..,science,2
2,0,0.00046143556581046614,0.0,-7.674908049084432e-19,0.0,0.013588228939796552,@Burninsock,science,1
0,6,0.00024966984898537066,0.0,-1.927005299628587e-18,0.0,0.0,@Cambyses1467,science,8
2,0,0.00032025842126040245,0.0,5.671764208377483e-19,0.0,0.007196076313265515,@AdrianMier,science,1
2,0,0.00032025842126040245,0.0,-3.8496180306095784e-18,0.0,0.007196076313265515,@SabbaticWitch,science,1
2,0,0.00032025842126040245,0.0,-4.149000051359985e-18,0.0,0.007196076313265515,@alexanderstone9463,science,1
0,2,0.00024966984898537066,0.0,7.6067389456841945e-19,0.0,0.0,@CarlosOddone-z6k,science,4
2,0,0.00046143556581046614,0.0,4.2683841687634494e-19,0.0,0.013588228939796552,@glenrenaud9465,science,1
0,2,0.00024966984898537066,0.0,-2.5503671462120306e-19,0.0,0.0,@CaryNari,science,5
6,0,0.0008849669994606571,0.0,-4.332748929189914e-18,0.0,0.04076468681938966,ClickView,science,0
0,2,0.00024966984898537066,0.0,-1.9817062988153696e-18,0.0,0.0,@CatDadAckerman,science,3
4,0,0.0006732012826355617,0.0,1.4937639827204922e-18,0.0,0.027176457879593108,@MrErpman,science,1
0,2,0.00024966984898537066,0.0,-9.431247549531781e-19,0.0,0.0,@Cedders001,science,3
2,0,0.00046143556581046614,0.0,-5.095745281478604e-18,0.0,0.013588228939796552,@ShaynaFilion,science,1
0,4,0.00024966984898537066,0.0,7.532973564883909e-19,0.0,0.0,@ChadDad1488,science,10
4,0,0.00046143556581046614,0.0,1.390024030283856e-18,0.0,0.01758822893979655,@Kehvan,science,1
0,2,0.00024966984898537066,0.0,-3.1810997630673396e-18,0.0,0.0,@ChandanSingh-vx4zf,science,2
4,0,0.0006732012826355617,0.0,-4.579336173125655e-19,0.0,0.027176457879593108,ThePrint,science,0
0,3,0.00024966984898537066,0.0,-7.615946054805415e-19,0.0,0.0,@Charlie-kn7zg,science,3
5,0,0.0006732012826355617,0.0,5.114971883251125e-18,0.0,0.02917645787959311,@bradleyirons3497,science,1
0,2,0.00024966984898537066,0.0,3.8036449575896736e-19,0.0,0.0,@Cheesemongle,science,2
2,0,0.00046143556581046614,0.0,1.7835928298632315e-19,0.0,0.013588228939796552,@Anjou-m4v,science,1
0,2,0.00024966984898537066,0.0,1.0495901512119803e-18,0.0,0.0,@ChefRafi,science,2
68,0,0.003214389884536708,0.0,6.230723065531795e-17,0.0,0.27023520515715177,National Geographic,science,0
0,2,0.00024966984898537066,0.0,-2.5951013655552137e-19,0.0,0.0,@Chevette1793,science,2
