in_degree,out_degree,pagerank,betweenness,eigenvector,closeness,influence_composite,author,camp,activity,mean_compound,pct_negative,n_comments
4,0,0.0006732012826355,0.0,-6.175958106463813e-18,0.0,0.0271764578795931,@vamsiacharya2099,science,1,-0.7803945649999999,1.0,2.0
0,2,0.0002496698489853,0.0,-7.102533691324339e-19,0.0,0.0,@ganiti_314,science,2,-0.429287047,0.5,2.0
2,0,0.0004614355658104,0.0,-1.6580194448894421e-18,0.0,0.0135882289397965,@sandrinio86,science,1,-0.3636314666666667,0.6666666666666666,3.0
0,2,0.0002496698489853,0.0,-3.827856123751113e-18,0.0,0.0,@garyi8284,science,2,0.20781186799999998,0.0,2.0
4,0,0.0004849650899021,0.0,-2.3476509509028136e-18,0.0,0.018653587710885,@TheSunAgain756,science,1,-0.25899708,0.0,1.0
0,6,0.0002496698489853,0.0,3.4458641005940827e-19,0.0,0.0,@garysarela4431,science,10,-0.528008531,0.6,10.0
2,0,0.0003202584212604,0.0,2.1862945366360864e-18,0.0,0.0071960763132655,@capeorbobserver3903,science,1,-0.41007527,0.5,2.0
2,0,0.0003202584212604,0.0,3.9640689281698426e-19,0.0,0.0071960763132655,@kmg501,science,2,0.16466292999999999,0.5,2.0
2,0,0.0003202584212604,0.0,3.933929353685065e-18,0.0,0.0071960763132655,@lsd25records,science,1,0.21827766,0.0,1.0
0,5,0.0002496698489853,0.0,1.794642221125437e-18,0.0,0.0,@gasdive,science,6,-0.3404243338333333,0.3333333333333333,6.0
3,0,0.0003767292790804,0.0,4.201770202597053e-18,0.0,0.0117529373638779,@WetSaltyRat,science,1,0.96940154,0.0,1.0
0,2,0.0002496698489853,0.0,-1.0064508418959021e-18,0.0,0.0,@gatorbna4107,science,2,-0.57029433,0.5,2.0
2,0,0.0004614355658104,0.0,-6.08261418221566e-18,0.0,0.0135882289397965,@brucepeterson3246,science,1,-0.24882525,0.0,1.0
0,2,0.0002496698489853,0.0,-1.230946743053921e-18,0.0,0.0,@gautamvarde,science,20,0.7444020775,0.0,20.0
0,2,0.0002496698489853,0.0,-3.3093157958876374e-19,0.0,0.0,@gayatri555,science,2,0.455950726,0.0,2.0
4,0,0.0006732012826355,0.0,-6.267907013649563e-19,0.0,0.0271764578795931,Sangam Talks,science,0,0.0,,
0,2,0.0002496698489853,0.0,-8.376844608370452e-19,0.0,0.0,@ge2623,science,2,0.140050725,0.0,2.0
2,0,0.0004614355658104,0.0,-2.2421078498760894e-18,0.0,0.0135882289397965,@Mr_Zod,science,1,-0.7691327,1.0,1.0
0,4,0.0002496698489853,0.0,-2.1598611231013527e-18,0.0,0.0,@ge556,science,5,-0.40013580600000004,0.4,5.0
2,0,0.0003555527073979,0.0,-3.170723738941611e-18,0.0,0.0087941144698982,@arod8596,science,1,-0.409146325,0.5,2.0
2,0,0.0003555527073979,0.0,-3.2677905834824746e-18,0.0,0.0087941144698982,@effdeedaw,science,1,-0.2014482085,0.0,2.0
0,2,0.0002496698489853,0.0,1.9221368937543694e-18,0.2951807228915662,0.0707831325301204,@geegaw1535,science,2,0.961512175,0.0,2.0
0,2,0.0002496698489853,0.0,5.032847238601174e-18,0.0,0.0,@geetatripathi2454,science,2,0.8821826,0.0,2.0
0,2,0.0002496698489853,0.0,3.911346631269313e-19,0.0,0.0,@gen_z_hippichikk,science,4,-0.2319141925,0.5,4.0
0,3,0.0002496698489853,0.0,3.3525012201343207e-18,0.0,0.0,@geniusmp2001,science,3,-0.23106103999999997,0.3333333333333333,3.0
3,0,0.0004614355658104,0.0,6.3653490012159955e-18,0.0,0.0155882289397965,@skylarscaling,science,1,-0.276564912,0.6666666666666666,3.0
0,7,0.0002496698489853,0.0,-2.805193605432909e-19,0.0,0.0,@georgeapplegate3535,science,7,-0.5035582195714285,0.5714285714285714,7.0
2,0,0.0003101743395068,0.0,-5.068643300125855e-18,0.0,0.006739493982799,@HollowProductions_1,science,1,-0.534782815,1.0,2.0
3,0,0.0003404265847675,0.0,-2.8612165373518122e-18,0.0,0.0101092409741985,@fiveredpears,science,1,-0.8140292,1.0,1.0
0,2,0.0002496698489853,0.0,-5.816721459251076e-19,0.0,0.0,@georgehugh3455,science,2,-0.5658272049999999,1.0,2.0
2,0,0.0004614355658104,0.0,4.2568319429119275e-18,0.0,0.0135882289397965,@NFawc,science,1,-0.26655865,0.0,1.0
0,4,0.0002496698489853,0.0,2.3243043338828727e-20,0.0,0.0,@geraldfrost4710,science,9,-0.1797007851111111,0.2222222222222222,9.0
2,0,0.0003555527073979,0.0,3.228177707652177e-19,0.0,0.0087941144698982,@TrishaAnnwithanE,science,1,-0.83702135,1.0,1.0
0,2,0.0002496698489853,0.0,4.152451005660389e-18,0.0,0.0,@germansojopagan7381,science,2,0.12225733500000002,0.5,2.0
2,0,0.0004614355658104,0.0,1.64604525084178e-18,0.0,0.0135882289397965,@Honeybee9630,science,1,-0.78289825,1.0,1.0
0,2,0.0002496698489853,0.0,-4.2718559261448224e-18,0.0,0.0,@gerrywalsh7677,science,2,0.13271315,0.5,2.0
0,2,0.0002496698489853,0.0,-3.3696585997707324e-19,0.0,0.0,@getchasome6230,science,2,-0.41202073,0.5,2.0
2,0,0.0004614355658104,0.0,3.083146245946344e-18,0.0,0.0135882289397965,@Ravidist,science,1,-0.66064906,1.0,1.0
0,2,0.0002496698489853,0.0,-4.2913912543893185e-18,0.0,0.0,@ginatitnaw7786,science,2,-0.1043460709,0.0,2.0
0,2,0.0002496698489853,0.0,4.1423884459323432e-19,0.0,0.0,@glaswurm1,science,3,-0.3043553123333333,0.3333333333333333,3.0
0,2,0.0002496698489853,0.0,2.3636428589418095e-18,0.0,0.0,@glenecklund,science,3,-0.19258914733333332,0.0,3.0
2,0,0.0004614355658104,0.0,2.243771667873944e-18,0.0,0.0135882289397965,@heavyd777,science,1,-0.23398769,0.0,1.0
0,2,0.0002496698489853,0.0,-1.0502435891037665e-18,0.0,0.0,@glennparsley3578,science,2,-0.59227745,0.5,2.0
2,0,0.0004614355658104,0.0,-4.7296876332506134e-18,0.0,0.0135882289397965,@fredmann5019,science,1,-0.29685652,0.0,1.0
2,0,0.0007146709313372,0.0,2.1151358681990537e-17,0.0,0.0250541012099973,@reelymusic,science,1,0.11335965,0.0,1.0
0,2,0.0002496698489853,0.0,-1.2981729389469716e-18,0.0,0.0,@gliderreserve9544,science,3,-0.2559681893333333,0.3333333333333333,3.0
2,0,0.0004614355658104,0.0,-2.276007607155065e-18,0.0,0.0135882289397965,@aaaggg6303,science,1,-0.07348305,0.0,1.0
0,2,0.0002496698489853,0.0,7.622004578556194e-20,0.0,0.0,@globalwarmhugs7741,science,3,-0.3496355,0.6666666666666666,3.0
2,0,0.0004614355658104,0.0,4.880797243680578e-18,0.0,0.0135882289397965,@michaelrch,science,3,-0.4747963266666666,0.6666666666666666,3.0
0,2,0.0002496698489853,0.0,-8.468682529120702e-19,0.0,0.0,@globrocket,science,2,-0.09083524999999998,0.5,2.0
2,0,0.0004614355658104,0.0,-2.2053478320093337e-18,0.0,0.0135882289397965,@ChromesClips,science,1,0.2726467965,0.0,2.0
0,2,0.0002496698489853,0.0,-2.4984428431633297e-18,0.0,0.0,@glub9075,science,2,-0.7702189150000001,1.0,2.0
2,0,0.0004614355658104,0.0,1.6724682037516457e-18,0.0,0.0135882289397965,@VirusBeam,science,1,-0.16725236,0.6666666666666666,3.0
0,2,0.0002496698489853,0.0,7.637760411154418e-18,0.0,0.0,@gmc4jc74,science,4,-0.029361169500000006,0.25,4.0
2,0,0.0004614355658104,0.0,2.177720048895956e-18,0.0,0.0135882289397965,@ivybluemarlowe3123,science,2,-0.62795567,1.0,2.0
0,2,0.0002496698489853,0.0,-4.3282778441779493e-19,0.0,0.0,@godamid,science,2,-0.564480035,1.0,2.0
2,0,0.0004614355658104,0.0,2.327639696216314e-18,0.0,0.0135882289397965,@richardrogers5756,science,1,-0.3551954,0.0,1.0
0,2,0.0002496698489853,0.0,-1.3947638764604878e-18,0.0,0.0,@goodbeans5,science,2,-0.728340075,1.0,2.0
4,0,0.0006732012826355,0.0,9.872590096375625e-19,0.0,0.0271764578795931,@InvaderG,science,1,-0.6773935,1.0,1.0
0,2,0.0002496698489853,0.0,-3.312201827613674e-18,0.2951807228915662,0.0707831325301204,@goodenough22,science,2,-0.8671781700000001,1.0,2.0
0,2,0.0002496698489853,0.0,-1.4298546309301461e-18,0.0,0.0,@gottagowork,science,2,-0.23558829,0.0,2.0
0,2,0.0002496698489853,0.0,-5.8722199214745234e-18,0.2951807228915662,0.0707831325301204,@graemeguy341,science,3,-0.24960499000000003,0.6666666666666666,3.0
0,2,0.0002496698489853,0.0,1.121481918016251e-18,0.0,0.0,@graham2088,science,3,-0.5764034433333333,0.6666666666666666,3.0
2,0,0.0004614355658104,0.0,2.3195014256275762e-18,0.0,0.0135882289397965,@mrdaniels5517,science,1,0.93064255,0.0,1.0
0,2,0.0002496698489853,0.0,4.470174576981559e-20,0.0,0.0,@grateful3300,science,2,-0.47482338,0.5,2.0
2,0,0.0004614355658104,0.0,-1.0542263531899544e-18,0.0,0.0135882289397965,@Slureify,science,1,-0.613570705,0.5,2.0
0,2,0.0002496698489853,0.0,4.6888036378504155e-18,0.0,0.0,@gregbors8364,science,2,-0.21171067999999998,0.5,2.0
0,2,0.0002496698489853,0.0,4.0205452750883954e-19,0.0,0.0,@grip2617,science,9,-0.58169632,0.7777777777777778,9.0
2,0,0.0004614355658104,0.0,6.08982892495287e-18,0.0,0.0135882289397965,@Skuldalió,science,1,0.75538412,0.0,2.0
0,2,0.0002496698489853,0.0,-5.105744358552919e-18,0.0,0.0,@growgreen1907,science,4,-0.6785999525,1.0,4.0
4,0,0.0006732012826355,0.0,-8.385553197834668e-18,0.0,0.0271764578795931,Thom Hartmann Program,science,0,0.0,,
0,2,0.0002496698489853,0.0,7.276309691085736e-19,0.0,0.0,@guitarsomethin,science,2,-0.83679927,1.0,2.0
4,0,0.0004717656007775,0.0,-1.295058325581595e-19,0.0,0.0180559474246646,@urgence1271,science,1,-0.66056746,1.0,1.0
0,2,0.0002496698489853,0.0,4.482243197571878e-19,0.0,0.0,@gyanprakashraj4062,science,2,0.9867409300000001,0.0,2.0
0,2,0.0002496698489853,0.0,1.1992660500920988e-18,0.0,0.0,@h2opower,science,2,-0.31031912,0.5,2.0
4,0,0.0006732012826355,0.0,3.1840221861343762e-18,0.0,0.0271764578795931,@daewookkim4795,science,0,0.0,,
0,2,0.0002496698489853,0.0,1.0720032436571973e-18,0.0,0.0,@haiggoh,science,2,-0.019635420000000015,0.5,2.0
4,0,0.0006732012826355,0.0,-2.3540551232216866e-18,0.0,0.0271764578795931,@Erik-yw9kj,science,1,-0.34897164,0.0,1.0
0,2,0.0002496698489853,0.0,1.1471941706462597e-18,0.0,0.0,@hainleysimpson1507,science,3,-0.4534728133333334,0.6666666666666666,3.0
0,3,0.0002496698489853,0.0,8.1750192664345375e-19,0.0,0.0,@halonut96,science,4,-0.1331964808,0.4,5.0
3,0,0.0004614355658104,0.0,2.424827680725274e-18,0.0,0.0155882289397965,@richardrose7382,science,1,-0.4242221,0.0,1.0
0,2,0.0002496698489853,0.0,7.798322280765273e-19,0.0,0.0,@halyoalex8942,science,2,-0.47946509,1.0,2.0
2,0,0.0004614355658104,0.0,-1.3099575682944282e-19,0.0,0.0135882289397965,@Ray-Of-Sunshine,science,1,0.5635559,0.0,2.0
0,2,0.0002496698489853,0.0,1.1483287301252765e-19,0.0,0.0,@hans-joachimbierwirth4727,science,4,-0.51973325175,0.75,4.0
2,0,0.0004614355658104,0.0,-3.741631550462668e-18,0.0,0.0135882289397965,@JaseboMonkeyRex,science,2,-0.1522823,0.5,2.0
0,2,0.0002496698489853,0.0,-5.945865531840107e-19,0.0,0.0,@hansjorgkunde3772,science,2,-0.45980038,0.5,2.0
2,0,0.0004614355658104,0.0,-2.2493370656837896e-18,0.0,0.0135882289397965,@daniyalk713,science,1,0.19236684,0.0,1.0
0,2,0.0002496698489853,0.0,-1.3701049503077476e-18,0.0,0.0,@happyandhealthy888,science,2,0.96584665,0.0,2.0
0,2,0.0002496698489853,0.0,-1.0045193465038925e-18,0.0,0.0,@hardcorelace7565,science,2,-0.31601493,0.0,2.0
2,0,0.0004614355658104,0.0,-1.8451343927277555e-18,0.0,0.0135882289397965,@dustinmajo9897,science,1,-0.35986054,0.0,1.0
0,2,0.0002496698489853,0.0,-2.810027862192805e-19,0.0,0.0,@harrisonwells4600,science,2,-0.52536914,0.5,2.0
2,0,0.0004614355658104,0.0,-1.6862795654640594e-18,0.0,0.0135882289397965,@awesomedez,science,1,-0.82793546,1.0,1.0
0,2,0.0002496698489853,0.0,2.365898692043516e-18,0.2951807228915662,0.0707831325301204,@harry664,science,2,0.9752617699999999,0.0,2.0
0,2,0.0002496698489853,0.0,3.156460364025223e-18,0.0,0.0,@haruhisuzumiya6,science,2,-0.334171275,0.5,2.0
4,0,0.0006732012826355,0.0,4.893464653097596e-18,0.0,0.0271764578795931,@bjarnivalur6330,science,1,0.4356208,0.0,1.0
0,2,0.0002496698489853,0.0,4.112591641507592e-19,0.0,0.0,@heater5979,science,2,-0.207111585,0.5,2.0
2,0,0.0004614355658104,0.0,-1.7353117215598553e-18,0.0,0.0135882289397965,@weblightstudio8215,science,1,-0.664979015,1.0,2.0
0,2,0.0002496698489853,0.0,1.4389862832118189e-18,0.0,0.0,@hiimelfo,science,2,-0.028617525000000005,0.0,2.0
0,2,0.0002496698489853,0.0,4.697975289640703e-19,0.0,0.0,@historyhoarder634,science,2,-0.38527538,0.0,2.0
2,0,0.0004614355658104,0.0,-2.9797161121998124e-18,0.0,0.0135882289397965,@radkobashev8523,science,1,0.11580666,0.0,1.0
0,2,0.0002496698489853,0.0,1.3189097493099673e-19,0.0,0.0,@hman2912,science,3,-0.7445724,1.0,3.0
2,0,0.0004614355658104,0.0,9.797330900830922e-19,0.0,0.0135882289397965,@HumbleServantOfTheSelf,science,1,-0.538252,1.0,1.0
0,2,0.0002496698489853,0.0,-5.108053240312917e-18,0.0,0.0,@hmwat1623,science,2,0.08864622700000001,0.0,2.0
2,0,0.0004614355658104,0.0,-4.270874496245193e-18,0.0,0.0135882289397965,@Hm-cd2wj,science,1,-0.06382519,0.0,1.0
0,2,0.0002496698489853,0.0,4.8034190806338975e-18,0.0,0.0,@honeysucklecat,science,2,0.03750834999999997,0.5,2.0
2,0,0.0004614355658104,0.0,-1.1521476687447857e-18,0.0,0.0135882289397965,@erikdavis1646,science,1,-0.64792204,1.0,1.0
0,2,0.0002496698489853,0.0,2.118475109770318e-18,0.0,0.0,@hoseok7494,science,2,-0.48249509999999995,0.5,2.0
4,0,0.0006732012826355,0.0,4.141754792890718e-18,0.0,0.0271764578795931,@petepeterson2504,science,1,-0.8974931,1.0,1.0
0,7,0.0002496698489853,0.0,-2.8422658642400033e-18,0.0,0.0,@hosnimubarak8869,science,17,-0.23988534070588236,0.11764705882352941,17.0
2,0,0.0003101743395068,0.0,-4.764808141074729e-18,0.0,0.006739493982799,@PAULWICKS-xy6kt,science,1,-0.12190247333333333,0.3333333333333333,3.0
2,0,0.0003101743395068,0.0,-4.981704270088198e-18,0.0,0.006739493982799,@shiv_ring,science,1,0.40647247,0.0,1.0
5,0,0.0005521923015926,0.0,-6.0923315393142225e-18,0.0,0.023697469913995,@stevebalkema2237,science,1,0.93159693,0.0,1.0
0,4,0.0002496698489853,0.0,2.4827947179494807e-18,0.0,0.0,@hughjassle5876,science,5,-0.22543218000000004,0.6,5.0
2,0,0.0003555527073979,0.0,1.78344420782087e-18,0.0,0.0087941144698982,@ccole1255,science,1,-0.86690056,1.0,1.0
0,2,0.0002496698489853,0.0,-2.9987165008048898e-18,0.0,0.0,@hyzercreek,science,2,-0.46745489349999997,0.5,2.0
2,0,0.0004614355658104,0.0,-3.9044763832946144e-18,0.0,0.0135882289397965,@Bouchon211,science,1,-0.6615714466666667,0.6666666666666666,3.0
0,3,0.0002496698489853,0.0,6.366615075782433e-19,0.0,0.0,@iEnergySupply,science,3,0.41316808,0.0,3.0
3,0,0.0004614355658104,0.0,3.051399242078401e-18,0.0,0.0155882289397965,@guerillagardener2237,science,1,-0.14807176333333336,0.3333333333333333,3.0
0,2,0.0002496698489853,0.0,-2.403002728471692e-18,0.0,0.0,@iMatti00,science,4,-0.473640565,0.75,4.0
2,0,0.0004614355658104,0.0,-3.143920933498788e-18,0.0,0.0135882289397965,@drbendaroo9610,science,1,0.297226,0.0,1.0
0,2,0.0002496698489853,0.0,6.362224960800628e-20,0.0,0.0,@iTracti0n,science,2,-0.37201619500000005,0.5,2.0
2,0,0.0004614355658104,0.0,3.827294984896608e-18,0.0,0.0135882289397965,@stout505,science,1,-0.10732909333333333,0.3333333333333333,3.0
0,2,0.0002496698489853,0.0,4.424183136946224e-19,0.0,0.0,@iamthinking2252_,science,3,-0.1276474566666667,0.0,3.0
0,2,0.0002496698489853,0.0,7.935571427040866e-19,0.0,0.0,@iconicironic379,science,2,-0.593606135,1.0,2.0
2,0,0.0004614355658104,0.0,5.878552280510616e-19,0.0,0.0135882289397965,@starpravesh,science,1,-0.33719125,0.0,1.0
2,2,0.0003143584925113,0.0,-3.2424510175380604e-17,0.227906976744186,0.0615801048934644,@ignaciocasodedios3184,science,2,-0.27785063,0.5,2.0
0,3,0.0002496698489853,0.0,5.05370581679225e-20,0.0,0.0,@ijustwannaleaveacommentony6511,science,3,-0.7639697333333334,1.0,3.0
3,0,0.0004614355658104,0.0,-2.0554855276003885e-18,0.0,0.0155882289397965,@fredjones43,science,1,-0.571432,1.0,1.0
0,2,0.0002496698489853,0.0,5.6112114842622585e-18,0.1728395061728395,0.0414462081128747,@imagecollections6665,science,2,-0.75196655,1.0,2.0
0,2,0.0002496698489853,0.0,4.413498471606615e-19,0.0,0.0,@ime4991,science,2,-0.13916281000000003,0.5,2.0
2,0,0.0004614355658104,0.0,-1.8853171183761933e-18,0.0,0.0135882289397965,@turbolq4,science,1,-0.5048956566666667,0.3333333333333333,3.0
0,2,0.0002496698489853,0.0,2.8770519698202466e-18,0.0,0.0,@imluvinyourmum,science,3,-0.7152273133333334,1.0,3.0
0,2,0.0002496698489853,0.0,-5.913849162048091e-20,0.0,0.0,@imnotabot7878,science,2,-0.38466544999999996,0.5,2.0
4,0,0.0006732012826355,0.0,-3.480804101356741e-18,0.0,0.0271764578795931,@oaxis8198,science,1,-0.066878855,0.0,1.0
0,2,0.0002496698489853,0.0,-1.6231865693161522e-19,0.0,0.0,@imtheeastgermanguy5431,science,5,0.144869339,0.2,5.0
2,0,0.0004614355658104,0.0,-4.75255747393906e-19,0.0,0.0135882289397965,@Kiwi-ICU-RN,science,1,-0.30550225499999994,0.5,2.0
0,2,0.0002496698489853,0.0,-9.395572494715946e-19,0.0,0.0,@incognitotorpedo42,science,5,-0.15613688,0.2,5.0
4,0,0.0006732012826355,0.0,-1.7692322977461744e-18,0.0,0.0271764578795931,@thesilentone4024,science,3,-0.3723560986666667,0.6666666666666666,3.0
0,2,0.0002496698489853,0.0,-1.9587147954649748e-18,0.0,0.0,@innawoods2131,science,2,0.30158326,0.0,2.0
4,0,0.000567318424223,0.0,-2.5764816917426878e-18,0.0,0.0223823434096948,@iammrbeat,science,1,-0.67813194,1.0,1.0
0,2,0.0002496698489853,0.0,6.084055430712663e-19,0.0,0.0,@interweeb5289,science,2,0.12492373000000001,0.5,2.0
2,0,0.0004614355658104,0.0,2.5090305362671756e-18,0.0,0.0135882289397965,@GregsKitchen,science,1,0.32809374,0.0,1.0
0,4,0.0002496698489853,0.0,-4.730059910099617e-18,0.0,0.0,@invisibleaznDJ,science,4,-0.6095980599999999,0.75,4.0
2,0,0.0003555527073979,0.0,-4.056527925537743e-18,0.0,0.0087941144698982,@ChrissonatorOFL,science,1,-0.20601437566666667,0.0,3.0
2,0,0.0003555527073979,0.0,-3.355502585206392e-18,0.0,0.0087941144698982,@prodbyend,science,1,-0.67286146,1.0,1.0
0,3,0.0002496698489853,0.0,1.4432380886547177e-19,0.0,0.0,@io2cs-n8s,science,3,-0.42128077,0.0,3.0
0,2,0.0002496698489853,0.0,-2.123648406398217e-18,0.0,0.0,@isabellacatolica5594,science,4,-0.5134709625,0.5,4.0
0,3,0.0002496698489853,0.0,-5.490842122727829e-18,0.0,0.0,@isrberlinerin4063,science,3,-0.6394529466666666,0.6666666666666666,3.0
0,4,0.0002496698489853,0.0,-1.2203480215428968e-18,0.0,0.0,@itsmorphed6416,science,5,-0.31971159,0.5,6.0
4,0,0.000405104859761,0.0,0.2461829819586654,0.0,0.0150377136154103,@DonNixon-mv7mi,science,1,-0.6677019,1.0,1.0
2,0,0.0003555527073979,0.0,-1.9101581757761853e-18,0.0,0.0087941144698982,@andrewworth7574,science,1,-0.2766225233333333,0.3333333333333333,3.0
0,2,0.0002496698489853,0.0,-6.605014806327619e-19,0.0,0.0,@ivanho2394,science,2,0.4690941205,0.0,2.0
0,2,0.0002496698489853,0.0,-1.1462472287361208e-18,0.0,0.0,@iyana228,science,2,-0.3594056625,0.5,2.0
0,2,0.0002496698489853,0.0,-1.1472215655832354e-19,0.0,0.0,@izaruburs9389,science,2,-0.40057017850000004,0.5,2.0
2,0,0.0004614355658104,0.0,2.9462418592171077e-18,0.0,0.0135882289397965,@charlesunderwood6334,science,1,-0.111327413,0.0,2.0
0,2,0.0002496698489853,0.0,9.034948733215852e-19,0.0,0.0,@jacewolf301,science,2,-0.180316495,0.5,2.0
0,2,0.0002496698489853,0.0,1.4078332770193474e-18,0.0,0.0,@jackasdasd5143,science,2,-0.41338745,0.5,2.0
2,0,0.0004614355658104,0.0,-2.9136652552123897e-18,0.0,0.0135882289397965,@sctexan5392,science,1,-0.3706876316666667,0.3333333333333333,3.0
0,2,0.0002496698489853,0.0,-1.3256013835281293e-18,0.0,0.0,@jackbradley4737,science,2,-0.436008925,0.5,2.0
2,2,0.0004614355658104,0.0,9.051773444292917e-19,0.0,0.0135882289397965,@peetsnort,science,3,-0.3638553368333333,0.5,6.0
0,2,0.0002496698489853,0.0,-2.583245309446957e-18,0.0,0.0,@jacob4920,science,2,-0.16513687999999999,0.5,2.0
0,4,0.0002496698489853,0.0,6.632412023224173e-19,0.0,0.0,@jakebredthauer5100,science,5,-0.149245384,0.2,5.0
2,0,0.0003555527073979,0.0,-1.8901140680300723e-18,0.0,0.0087941144698982,@Dangic23,science,1,0.16480831,0.0,3.0
0,2,0.0002496698489853,0.0,-4.739548834531594e-18,0.0,0.0,@jamesdelcol3701,science,2,-0.47806376,0.5,2.0
0,2,0.0002496698489853,0.0,-1.522869797039489e-18,0.0,0.0,@jameseames4754,science,3,-0.7317876499999999,1.0,3.0
4,0,0.0006732012826355,0.0,-7.867157012283344e-18,0.0,0.0271764578795931,@bimmjim,science,0,0.0,,
0,3,0.0002496698489853,0.0,-6.319637815522658e-19,0.0,0.0,@jamesesselman283,science,4,-0.73668793,1.0,4.0
3,0,0.0004614355658104,0.0,-6.62642006244384e-18,0.0,0.0155882289397965,@Adam-em7ue,science,3,0.022737539399999986,0.2,5.0
0,2,0.0002496698489853,0.0,-9.992447244971193e-19,0.0,0.0,@jameso1447,science,2,0.06266417999999999,0.0,2.0
2,0,0.0004614355658104,0.0,3.0171317488877734e-18,0.0,0.0135882289397965,@dialupyt,science,1,0.19608495,0.0,1.0
0,3,0.0002496698489853,0.0,-1.9179193999933983e-19,0.0,0.0,@jamespyke6764,science,7,-0.5258577942857142,0.7142857142857143,7.0
0,2,0.0002496698489853,0.0,-3.631006744582e-18,0.0,0.0,@jamesroundtree3113,science,2,0.8371231699999999,0.0,2.0
0,2,0.0002496698489853,0.0,-1.718883562314018e-18,0.0,0.0,@janedoe4586,science,2,-0.08957033099999999,0.0,2.0
2,0,0.0004614355658104,0.0,-6.038005358552596e-19,0.0,0.0135882289397965,@bipedalcynodont962,science,1,-0.58880055,1.0,1.0
0,3,0.0002496698489853,0.0,4.206659814292491e-18,0.0,0.0,@jasonhimmelsteib2996,science,3,-0.5817877466666667,1.0,3.0
3,0,0.0004614355658104,0.0,5.9001886586846195e-18,0.0,0.0155882289397965,@mathewdempsey16,science,1,-0.56270856,1.0,1.0
0,2,0.0002496698489853,0.0,3.87603471038583e-18,0.0,0.0,@javonjohnson4394,science,3,-0.029871999999999992,0.3333333333333333,3.0
2,0,0.0004614355658104,0.0,-3.612162438412829e-18,0.0,0.0135882289397965,@RobertPrue-g4s,science,1,0.10558955,0.0,1.0
0,2,0.0002496698489853,0.0,2.6107151210408747e-18,0.0,0.0,@jaybee2745,science,2,-0.5470963099999999,0.5,2.0
2,0,0.0004614355658104,0.0,4.8569530789096464e-18,0.0,0.0135882289397965,@2707twinkle,science,1,0.024692968,0.0,1.0
0,2,0.0002496698489853,0.0,-1.673158060099919e-18,0.0,0.0,@jayejaycurry5485,science,4,-0.3667308215,0.3333333333333333,6.0
2,0,0.0004614355658104,0.0,2.9015057644191546e-18,0.0,0.0135882289397965,@SheldonEvans08,science,1,-0.6555239,1.0,1.0
0,2,0.0002496698489853,0.0,-3.8456735604760785e-18,0.0,0.0,@jayreiter268,science,2,0.054494064999999994,0.0,2.0
2,0,0.0004614355658104,0.0,-5.0417897200843095e-18,0.0,0.0135882289397965,@alphalobster8021,science,1,-0.7311168,1.0,2.0
0,2,0.0002496698489853,0.0,3.2626810851606663e-19,0.0,0.0,@jdevilist,science,2,0.250344157,0.0,2.0
2,0,0.0004614355658104,0.0,1.4558477476367266e-18,0.0,0.0135882289397965,@tylerolthuizen3347,science,1,-0.40597177,0.0,1.0
0,2,0.0002496698489853,0.0,-1.5205979243814721e-18,0.0,0.0,@jean-pierredevent970,science,2,-0.0544159375,0.0,2.0
2,0,0.0004614355658104,0.0,4.083452479591866e-19,0.0,0.0135882289397965,@JohnSmith-nc1qr,science,1,-0.021938626,0.0,1.0
0,2,0.0002496698489853,0.0,5.562462235107213e-20,0.0,0.0,@jeanpierre7045,science,2,0.082301915,0.0,2.0
2,0,0.0004614355658104,0.0,-2.378347582570176e-18,0.0,0.0135882289397965,@BatPierrot,science,1,-0.92566323,1.0,1.0
0,2,0.0002496698489853,0.0,-8.223298904623157e-19,0.0,0.0,@jeddvillaspin3379,science,2,-0.70317015,1.0,2.0
2,0,0.0004614355658104,0.0,-2.6020228747021857e-19,0.0,0.0135882289397965,@liwyatan,science,1,-0.37573576,1.0,1.0
0,2,0.0002496698489853,0.0,-3.1887053918406512e-18,0.0,0.0,@jeff40,science,2,-0.612234775,1.0,2.0
2,0,0.0004614355658104,0.0,-4.353695812011095e-18,0.0,0.0135882289397965,@resolecca,science,1,-0.88497144,1.0,1.0
0,2,0.0002496698489853,0.0,1.8194009931370642e-18,0.0,0.0,@jeffanderson8165,science,2,-0.16227879999999997,0.5,2.0
0,2,0.0002496698489853,0.0,-3.366960445553943e-18,0.0,0.0,@jenellelynn4551,science,2,-0.451192975,0.5,2.0
5,0,0.0006732012826355,0.0,1.2823121069032059e-17,0.0,0.0291764578795931,@hellavadeal,science,1,-0.20085101,0.0,1.0
0,2,0.0002496698489853,0.0,2.4429460458690582e-18,0.0,0.0,@jermainec2462,science,2,-0.42324549499999997,0.5,2.0
0,2,0.0002496698489853,0.0,4.1770679515856783e-19,0.0,0.0,@jeroendebruyne2165,science,2,-0.111938905,0.0,2.0
0,2,0.0002496698489853,0.0,-5.594000523918188e-18,0.0,0.0,@jeromejerome2492,science,2,-0.1986850645,0.0,2.0
4,0,0.0006732012826355,0.0,-3.7112148281806024e-18,0.0,0.0271764578795931,@jamesblair9614,science,1,-0.7452605,1.0,1.0
0,2,0.0002496698489853,0.0,1.6644156413382306e-18,0.0,0.0,@jerricroft937,science,2,0.4538877565,0.0,2.0
